Year,FED Id,FED Name,Winning Pid,Population,Electors,Total Ballots,Valid Ballots,LIB,CPC,NDP,BQ,GRN,OTH
2008,24055,Richmond--Arthabaska,BQ,100116,80362,52692,51964,6599,15080,4509,23913,1337,526
2008,24056,Rimouski-Neigette--Témiscouata--Les Basques,BQ,84453,68055,39969,39500,7937,7216,4084,17652,645,1966
2008,24057,Rivière-des-Mille-Îles,BQ,97258,77006,51730,50825,8823,9911,6741,23216,2134,0
2008,24059,Rivière-du-Nord,BQ,101576,85179,50480,49629,6755,7170,7187,26588,1656,273
2008,24060,Roberval--Lac-Saint-Jean,CPC,78895,63240,37307,36870,3721,16055,1738,14619,737,0
2008,24061,Rosemont--La Petite-Patrie,BQ,105864,82037,53035,52421,9785,3876,8522,27260,2406,572
2008,24062,Saint-Bruno--Saint-Hubert,BQ,101416,79183,53606,52832,11755,8125,7154,23767,2031,0
2008,24063,Saint-Hyacinthe--Bagot,BQ,95983,77536,48941,47966,6649,10195,6721,22719,1682,0
2008,24064,Saint-Jean,BQ,102902,82869,54256,53426,9430,9281,5529,26506,2160,520
2008,24065,Saint-Lambert,BQ,94541,73935,43955,43442,12383,6867,6280,16346,1566,0
2008,24066,Saint-Laurent--Cartierville,LIB,109015,76777,41112,40658,25095,6999,3654,4611,0,299
2008,24067,Saint-Léonard--Saint-Michel,LIB,104786,71692,38418,37814,21652,5627,4039,5146,1063,287
2008,24068,Saint-Maurice--Champlain,BQ,96968,80032,47422,46398,9755,11083,3601,20397,1562,0
2008,24069,Shefford,BQ,100000,81651,51552,50558,10810,9927,6323,21650,1848,0
2008,24070,Sherbrooke,BQ,101681,81990,51530,50923,9947,8331,6676,25502,0,467
2008,24071,Terrebonne--Blainville,BQ,107694,83300,54977,54066,8937,7551,7278,28303,1714,283
2008,24072,Trois-Rivières,BQ,94272,78105,50439,49495,9008,11998,4544,22405,1540,0
2008,24073,Vaudreuil-Soulanges,BQ,120395,97618,66146,65417,13954,15496,6298,27044,2625,0
2008,24074,Verchères--Les Patriotes,BQ,97726,76596,55048,54282,8871,7742,8388,27602,1679,0
2008,24075,Westmount--Ville-Marie,LIB,100360,77112,39051,38827,18041,6139,8904,2818,2733,192
2008,35001,Ajax--Pickering,LIB,117183,86159,48862,48676,21675,18471,4422,0,3543,565
2008,35002,Algoma--Manitoulin--Kapuskasing,NDP,77961,59595,33691,33516,10902,5914,15249,0,1451,0
2008,35003,Ancaster--Dundas--Flamborough--Westdale,CPC,111844,85039,56718,56548,15322,26297,9632,0,5149,148
2008,35004,Barrie,CPC,128430,91447,53493,53327,12732,27927,6403,0,5921,344
2008,35005,Beaches--East York,LIB,104831,73832,46465,46293,18967,7907,14875,0,4389,155
2008,35006,Bramalea--Gore--Malton,LIB,152698,100002,49737,49430,22272,18353,5945,0,2551,309
2008,35007,Brampton--Springdale,LIB,131797,84239,45689,45270,18577,17804,5238,0,3516,135
2008,35008,Brampton West,LIB,170422,109151,54271,53924,21746,21515,7334,0,3329,0
2008,35009,Brant,CPC,125136,93181,54396,54195,17943,22736,9331,0,3814,371
2008,35026,Bruce--Grey--Owen Sound,CPC,105947,78882,48405,48201,6892,22975,4640,0,13095,599
2008,35010,Burlington,CPC,118310,90949,59110,58871,19577,28614,6597,0,4083,0
2008,35011,Cambridge,CPC,129434,91935,51412,51195,11977,24895,10044,0,4279,0
2008,35012,Carleton--Mississippi Mills,CPC,128915,99002,68469,68253,15254,39433,6583,0,6983,0
2008,35013,Chatham-Kent--Essex,CPC,109484,74973,41882,41649,12127,19960,6850,0,2712,0
2008,35015,Davenport,LIB,104615,66189,35098,34853,15953,3838,10896,0,3655,511
2008,35016,Don Valley East,LIB,109640,71366,38165,37987,18264,11777,5062,0,2618,266
2008,35017,Don Valley West,LIB,117083,80864,50235,50072,22212,19441,5102,0,3155,162
2008,35018,Dufferin--Caledon,CPC,111486,77607,44072,43904,8495,23363,4385,0,7377,284
2008,35014,Durham,CPC,118500,87636,52998,52821,12167,28551,5485,0,6041,577
2008,35019,Eglinton--Lawrence,LIB,110066,73168,43717,43498,19133,17073,3663,0,3629,0
2008,35020,Elgin--Middlesex--London,CPC,110028,79894,47663,47473,11169,22970,9135,0,3241,958
2008,35021,Essex,CPC,123872,88847,51724,51518,14973,20608,13703,0,2234,0
2008,35022,Etobicoke Centre,LIB,111349,80789,50475,50228,24537,18839,4164,0,2688,0
2008,35023,Etobicoke--Lakeshore,LIB,114641,86386,51235,51022,23536,17793,5950,0,3562,181
2008,35024,Etobicoke North,LIB,108501,63700,31594,31380,15244,9436,4940,0,1460,300
2008,35025,Glengarry--Prescott--Russell,CPC,104309,81182,54626,54242,19997,25659,5678,0,2908,0
2008,35027,Guelph,LIB,114943,91463,59080,58889,18974,17186,9713,0,12454,562
2008,35028,Haldimand--Norfolk,CPC,107775,79362,48394,48146,15577,19657,5549,0,2041,5322
2008,35029,Haliburton--Kawartha Lakes--Brock,CPC,119141,90680,54496,54315,11093,30391,7952,0,4505,374
2008,35030,Halton,CPC,151943,115255,69674,69449,25136,32986,6118,0,4872,337
2008,35031,Hamilton Centre,NDP,117509,81170,40876,40629,7164,9051,20010,0,3625,779
2008,35032,Hamilton East--Stoney Creek,NDP,116434,85802,48559,48248,13455,11556,19919,0,2142,1176
2008,35033,Hamilton Mountain,NDP,122729,88620,52514,52221,10531,16010,22796,0,2884,0
2008,35034,Huron--Bruce,CPC,104313,76964,49710,49550,16336,22182,7426,0,2617,989
2008,35035,Kenora,CPC,64291,42794,23314,23220,7344,9395,5394,0,1087,0
2008,35036,Kingston and the Islands,LIB,119069,96955,58274,58069,22734,18895,10158,0,6282,0
2008,35037,Kitchener Centre,CPC,107540,79062,45091,44908,16141,16480,8122,0,3823,342
2008,35038,Kitchener--Conestoga,CPC,114405,84665,47851,47698,11876,23525,7173,0,5124,0
2008,35039,Kitchener--Waterloo,CPC,126742,97511,60763,60534,21813,21830,8915,0,7326,650
2008,35046,Lambton--Kent--Middlesex,CPC,107635,78559,47997,47804,11812,24516,7427,0,3386,663
2008,35040,Lanark--Frontenac--Lennox and Addington,CPC,117389,88966,54306,54169,11809,30272,7112,0,4629,347
2008,35041,Leeds--Grenville,CPC,99206,75075,47193,47007,8075,27473,6511,0,4522,426
2008,35042,London--Fanshawe,NDP,107218,74810,41231,41037,7774,12659,17672,0,2656,276
2008,35043,London North Centre,LIB,115250,94684,53942,53720,21018,17712,9387,0,5603,0
2008,35044,London West,CPC,118335,91711,57908,57697,20435,22556,8409,0,5630,667
2008,35045,Markham--Unionville,LIB,127191,88931,46250,45979,25296,13855,4682,0,1921,225
2008,35047,Mississauga--Brampton South,LIB,136470,90777,44837,44494,21220,14664,5268,0,2947,395
2008,35048,Mississauga East--Cooksville,LIB,126642,83582,41061,40781,20457,13277,4632,0,2138,277
2008,35049,Mississauga--Erindale,CPC,143361,99774,56071,55868,23466,23863,4774,0,3636,129
2008,35050,Mississauga South,LIB,110932,77479,46550,46395,20518,18366,4104,0,3407,0
2008,35051,Mississauga--Streetsville,LIB,130033,85008,47712,47441,21710,16985,4710,0,3179,857
2008,35052,Nepean--Carleton,CPC,133245,103414,71764,71490,16743,39921,6946,0,7880,0
2008,35053,Newmarket--Aurora,CPC,121924,86113,53448,53261,18250,24873,4548,0,4381,1209
2008,35054,Niagara Falls,CPC,126696,94676,51689,51425,13867,24016,9186,0,4356,0
2008,35055,Niagara West--Glanbrook,CPC,111024,85132,54217,54039,12955,28089,7980,0,3897,1118
2008,35056,Nickel Belt,NDP,89377,71107,41065,40872,10748,8869,19021,0,2056,178
2008,35057,Nipissing--Timiskaming,LIB,90963,70178,41703,41536,18510,13432,6582,0,2808,204
2008,35058,Northumberland--Quinte West,CPC,123706,93620,56873,56687,16209,27615,8230,0,4633,0
2008,35059,Oak Ridges--Markham,CPC,169642,136755,76111,75821,31483,32028,7126,0,5184,0
2008,35060,Oakville,CPC,113714,83752,55564,55363,20528,26011,4143,0,4681,0
2008,35061,Oshawa,CPC,116881,87638,48422,48231,7741,19951,16750,0,3374,415
2008,35062,Ottawa Centre,NDP,109336,92877,64184,63918,16633,15065,25399,0,6348,473
2008,35063,Ottawa--Orléans,CPC,109950,85456,60968,60663,23549,27244,6025,0,3845,0
2008,35064,Ottawa South,LIB,117581,87579,58521,58175,29035,19417,4920,0,3939,864
2008,35065,Ottawa--Vanier,LIB,101611,81373,52112,51835,23948,14138,8845,0,4447,457
2008,35066,Ottawa West--Nepean,CPC,109735,84427,56094,55824,20161,25109,6432,0,3558,564
2008,35067,Oxford,CPC,102756,75290,44434,44289,8586,23330,7982,0,3355,1036
2008,35068,Parkdale--High Park,LIB,102142,74899,48384,48179,20705,5992,17332,0,3601,549
2008,35069,Parry Sound--Muskoka,CPC,90281,69514,43594,43501,10871,21831,5355,0,5119,325
2008,35070,Perth--Wellington,CPC,103874,72944,43322,43180,10225,20765,7334,0,3874,982
2008,35071,Peterborough,CPC,116626,92317,58453,58289,18417,27630,8115,0,4029,98
2008,35072,Pickering--Scarborough East,LIB,106602,76709,46194,46033,22874,14940,4875,0,3023,321
2008,35073,Prince Edward--Hastings,CPC,113227,88198,52092,51920,14048,26061,7156,0,4379,276
2008,35074,Renfrew--Nipissing--Pembroke,CPC,98803,75223,47502,47314,9737,28908,5175,0,3201,293
2008,35075,Richmond Hill,LIB,122614,88261,45943,45720,21488,16318,4526,0,3388,0
2008,35076,St. Catharines,CPC,112869,83836,51305,51144,14652,23474,9428,0,3477,113
2008,35077,St. Paul's,LIB,111131,81588,52196,51938,26286,13948,6666,0,4726,312
2008,35078,Sarnia--Lambton,CPC,105360,79371,46562,46382,9404,23195,10037,0,3201,545
2008,35079,Sault Ste. Marie,NDP,89028,69272,41158,40993,6870,15461,16572,0,1774,316
2008,35080,Scarborough--Agincourt,LIB,111867,74734,40477,40249,22795,11836,3748,0,1870,0
2008,35081,Scarborough Centre,LIB,108010,71094,37062,36827,17927,11088,5801,0,2011,0
2008,35082,Scarborough--Guildwood,LIB,108813,67124,36261,36075,18098,10881,5183,0,1913,0
2008,35083,Scarborough--Rouge River,LIB,130974,85505,40619,40352,23718,9160,5936,0,1207,331
2008,35084,Scarborough Southwest,LIB,102196,67988,37217,37022,15486,10928,6943,0,3514,151
2008,35085,Simcoe--Grey,CPC,125985,93705,56319,56130,12099,30897,6288,0,5685,1161
2008,35086,Simcoe North,CPC,119400,88470,53169,53021,14670,26328,6202,0,5821,0
2008,35087,Stormont--Dundas--South Glengarry,CPC,99764,75244,45256,45073,8554,25846,6107,0,1880,2686
2008,35088,Sudbury,NDP,92161,74228,43135,42943,12969,11073,15094,0,3330,477
2008,35089,Thornhill,CPC,131978,96209,54643,54395,21448,26660,3601,0,2686,0
2008,35090,Thunder Bay--Rainy River,NDP,85153,63128,36015,35910,11589,8466,14478,0,1377,0
2008,35091,Thunder Bay--Superior North,NDP,82589,62338,35761,35616,10083,9556,13187,0,2463,327
2008,35092,Timmins--James Bay,NDP,80791,59876,30535,30402,6740,5536,17188,0,938,0
2008,35093,Toronto Centre,LIB,121407,89851,51563,51306,27462,9402,7743,0,6081,618
2008,35094,Toronto--Danforth,NDP,103655,74826,45578,45387,13336,5287,20323,0,5995,446
2008,35095,Trinity--Spadina,NDP,115361,96793,60218,59878,20970,8249,24454,0,5418,787
2008,35096,Vaughan,LIB,154206,109604,56906,56475,27773,19390,5442,0,3870,0
2008,35097,Welland,NDP,112875,86257,51472,51178,14295,16542,16842,0,2816,683
2008,35098,Wellington--Halton Hills,CPC,111241,80378,50805,50651,11312,29191,4747,0,4987,414
2008,35099,Whitby--Oshawa,CPC,135893,99155,60400,60210,15460,30704,8584,0,5067,395
2008,35100,Willowdale,LIB,129356,94934,49288,49085,23889,15931,5011,0,3130,1124
2008,35101,Windsor--Tecumseh,NDP,118478,85287,43196,42944,9005,10276,20914,0,2749,0
2008,35102,Windsor West,NDP,122219,84245,39877,39596,7357,8954,20791,0,2253,241
2008,35103,York Centre,LIB,113457,71709,37513,37189,16164,14132,4503,0,2390,0
2008,35104,York--Simcoe,CPC,120371,86461,48564,48345,9044,27412,5882,0,4887,1120
2008,35105,York South--Weston,LIB,114458,68978,34731,34490,16071,7021,9641,0,1757,0
2008,35106,York West,LIB,103948,59674,28840,28621,16997,4773,5363,0,1488,0
2008,46001,Brandon--Souris,CPC,84602,61449,34387,34275,2836,19558,6055,0,5410,416
2008,46002,Charleswood--St. James--Assiniboia,CPC,81469,63508,40240,40104,8514,21588,7190,0,2632,180
2008,46003,Churchill,NDP,75232,46088,18504,18402,5289,3773,8734,0,606,0
2008,46004,Dauphin--Swan River--Marquette,CPC,75103,54209,29656,29549,4128,18132,4914,0,1923,452
2008,46005,Elmwood--Transcona,NDP,78700,58216,31461,31361,2079,12776,14355,0,1839,312
2008,46006,Kildonan--St. Paul,CPC,81532,63508,37141,36985,3009,19751,12093,0,1685,447
2008,46007,Portage--Lisgar,CPC,85653,60246,32396,32280,4374,22036,2353,0,2606,911
2008,46008,Provencher,CPC,87737,62392,36196,36040,4531,23303,4947,0,2089,1170
2008,46009,Saint Boniface,CPC,84473,65460,42102,41969,14728,19440,5502,0,2104,195
2008,46010,Selkirk--Interlake,CPC,90807,66937,38609,38432,3203,23302,9506,0,2126,295
2008,46011,Winnipeg Centre,NDP,81017,58595,25340,25113,3922,5437,12285,0,2777,692
2008,46012,Winnipeg North,NDP,79366,52817,22630,22516,2075,5033,14097,0,1070,241
2008,46013,Winnipeg South,CPC,84424,62532,41039,40860,14221,19954,4673,0,1839,173
2008,46014,Winnipeg South Centre,LIB,78286,59444,39042,38891,16438,14103,5490,0,2860,0
2008,47001,Battlefords--Lloydminster,CPC,71184,51039,26084,25988,2140,15621,6572,0,1287,368
2008,47002,Blackstrap,CPC,76273,59797,38609,38457,5509,20747,9876,0,2325,0
2008,47004,Cypress Hills--Grasslands,CPC,60551,44478,27928,27847,3691,17922,4394,0,1840,0
2008,47003,Desnethé--Missinippi--Churchill River,CPC,67937,43160,19314,19209,5816,8964,3414,0,733,282
2008,47005,Palliser,CPC,65956,50094,32236,32093,5489,14159,10865,0,1580,0
2008,47006,Prince Albert,CPC,71159,51707,28709,28654,2289,16542,8243,0,1413,167
2008,47007,Regina--Lumsden--Lake Centre,CPC,65885,49937,31504,31421,4668,16053,8963,0,1737,0
2008,47008,Regina--Qu'Appelle,CPC,66698,48075,27213,27132,2809,14068,8699,0,1556,0
2008,47009,Saskatoon--Humboldt,CPC,75051,56377,34671,34588,4135,18610,9632,0,2211,0
2008,47010,Saskatoon--Rosetown--Biggar,CPC,69547,49314,27033,26946,1188,12231,11969,0,1232,326
2008,47011,Saskatoon--Wanuskewin,CPC,72867,55327,32520,32420,4020,18320,7898,0,2182,0
2008,47012,Souris--Moose Mountain,CPC,63238,46796,27459,27369,1834,19293,4599,0,1643,0
2008,47013,Wascana,LIB,75717,57746,37071,36950,17028,12798,5418,0,1706,0
2008,47014,Yorkton--Melville,CPC,66094,51444,29249,29142,1578,19824,6076,0,1664,0
2008,48006,Calgary Centre,CPC,124197,88677,47142,46914,8402,26085,4229,0,7778,420
2008,48003,Calgary Centre-North,CPC,114615,86287,48571,48394,5699,27361,7413,0,7392,529
2008,48002,Calgary East,CPC,110479,77083,32214,32060,3255,21311,3768,0,3403,323
2008,48004,Calgary Northeast,CPC,129015,83214,36940,36721,7433,18917,3279,0,2045,5047
2008,48005,Calgary--Nose Hill,CPC,130942,93731,50483,50312,6657,35029,3941,0,4685,0
2008,48007,Calgary Southeast,CPC,125738,98343,56201,56063,4878,41425,4024,0,5736,0
2008,48008,Calgary Southwest,CPC,120750,90756,52996,52832,4918,38548,4102,0,4743,521
2008,48009,Calgary West,CPC,132162,99255,60503,60282,13204,34579,3832,0,6722,1945
2008,48010,Crowfoot,CPC,114825,87644,48085,47958,1958,39342,3783,0,2875,0
2008,48012,Edmonton Centre,CPC,120326,89777,46302,46156,12661,22634,6912,0,3746,203
2008,48013,Edmonton East,CPC,128199,92495,42022,41871,4578,21487,13318,0,2488,0
2008,48014,Edmonton--Leduc,CPC,116986,92861,52601,52483,9234,33174,5994,0,4081,0
2008,48011,Edmonton--Mill Woods--Beaumont,CPC,112919,80250,41805,41659,7709,25130,6297,0,2366,157
2008,48015,Edmonton--St. Albert,CPC,126447,95226,51112,50994,7441,31436,8045,0,4072,0
2008,48016,Edmonton--Sherwood Park,CPC,118073,89520,49319,49180,5575,17628,6339,0,3678,15960
2008,48017,Edmonton--Spruce Grove,CPC,128945,99397,53194,53103,6099,36402,6627,0,3975,0
2008,48018,Edmonton--Strathcona,NDP,99267,75254,47308,47209,4279,19640,20103,0,3040,147
2008,48001,Fort McMurray--Athabasca,CPC,100805,71621,25653,25567,2710,17160,3300,0,1628,769
2008,48019,Lethbridge,CPC,113531,89136,47503,47365,4404,31714,6733,0,3420,1094
2008,48020,Macleod,CPC,107638,81141,45758,45667,2703,35328,3053,0,4161,422
2008,48021,Medicine Hat,CPC,113085,82528,38125,38028,2639,26950,4187,0,2338,1914
2008,48022,Peace River,CPC,138009,96378,42638,42509,2843,29550,6124,0,3303,689
2008,48023,Red Deer,CPC,124063,91201,45486,45368,2863,33226,5040,0,4239,0
2008,48024,Vegreville--Wainwright,CPC,111427,83038,44864,44744,2345,34493,4230,0,3676,0
2008,48025,Westlock--St. Paul,CPC,101010,73791,37728,37597,3418,27338,3809,0,2522,510
2008,48026,Wetaskiwin,CPC,107914,79862,42275,42170,2362,32528,3636,0,3395,249
2008,48027,Wild Rose,CPC,115872,90193,50671,50564,2890,36869,4169,0,6390,246
2008,48028,Yellowhead,CPC,103111,75036,37493,37390,1489,26863,4587,0,3437,1014
2008,59001,Abbotsford,CPC,124515,82332,48985,48729,7933,30853,6444,0,3141,358
2008,59026,British Columbia Southern Interior,NDP,95477,74996,47915,47760,3292,17122,22693,0,4573,80
2008,59002,Burnaby--Douglas,NDP,112119,82291,47486,47278,9177,17139,17937,0,2822,203
2008,59003,Burnaby--New Westminster,NDP,118713,80110,43539,43325,6681,13150,20145,0,3067,282
2008,59004,Cariboo--Prince George,CPC,106382,75516,41021,40870,4309,22637,10581,0,2614,729
2008,59005,Chilliwack--Fraser Canyon,CPC,112118,81677,46981,46852,3990,29198,8791,0,4107,766
2008,59006,Delta--Richmond East,CPC,106103,78706,47269,47089,10371,26252,6803,0,3663,0
2008,59008,Esquimalt--Juan de Fuca,LIB,120669,91003,58760,58631,20042,19974,13322,0,4854,439
2008,59009,Fleetwood--Port Kells,CPC,123243,86503,48071,47852,12502,21389,10916,0,3045,0
2008,59010,Kamloops--Thompson--Cariboo,CPC,114675,88275,54752,54615,5375,25209,19601,0,4430,0
2008,59011,Kelowna--Lake Country,CPC,122214,97351,57207,57039,8469,31907,8624,0,7821,218
2008,59012,Kootenay--Columbia,CPC,86811,65932,39402,39271,3044,23402,8892,0,3933,0
2008,59013,Langley,CPC,117858,85861,53180,53033,5888,32594,8898,0,5059,594
2008,59014,Nanaimo--Alberni,CPC,121434,95882,62100,61976,5578,28930,19680,0,7457,331
