Year,FED Id,FED Name,Winning Pid,Population,Total Ballots,Valid Ballots,LIB,CPC,NDP,BQ,GRN,OTH
2006,24038,Louis-Saint-Laurent,CPC,94294,50064,49597,3180,28606,2848,11997,1468,1498
2006,24039,Manicouagan,BQ ,84872,36789,36401,5214,6910,4657,18601,824,195
2006,24040,Marc-Aurèle-Fortin,BQ ,99044,54987,54189,8407,11098,4313,27638,2733,0
2006,24042,Mégantic--L'Érable,CPC,87205,47785,47242,4912,23550,1836,15410,1534,0
2006,24043,Montcalm,BQ ,105678,57351,56158,4645,10818,3766,34975,1954,0
2006,24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,BQ ,97126,46659,45987,6466,11529,2107,24117,1768,0
2006,24014,Montmorency--Charlevoix--Haute-Côte-Nord,BQ ,89257,45651,45140,3989,14559,2896,22169,1527,0
2006,24044,Mount Royal,LIB,98346,37230,36989,24248,6621,2479,2112,1423,106
2006,24045,Notre-Dame-de-Grâce--Lachine,LIB,101698,46580,46147,20235,8048,5455,9385,2754,270
2006,24047,Outremont,LIB,96693,40875,40593,14282,5168,6984,11778,1957,424
2006,24048,Papineau,BQ ,103942,44187,43622,16785,3630,3358,17775,1572,502
2006,24049,Pierrefonds--Dollard,LIB,102542,48038,47707,24388,11013,3664,5901,2645,96
2006,24050,Pontiac,CPC,89950,48033,47706,11561,16069,4759,13698,1512,107
2006,24051,Portneuf--Jacques-Cartier,OTH,87141,51017,50600,2489,11472,1956,13094,1431,20158
2006,24052,Québec,BQ ,93811,50793,50190,5743,14943,4629,20845,2372,1658
2006,24053,Repentigny,BQ ,103977,56873,56008,4847,10124,4337,34958,1742,0
2006,24055,Richmond--Arthabaska,BQ ,97493,51755,51087,5294,16465,2507,24466,2355,0
2006,24056,Rimouski-Neigette--Témiscouata--Les Basques,BQ ,84557,43227,42698,8254,9481,4186,19804,973,0
2006,24057,Rivière-des-Mille-Îles,BQ ,92929,49558,48745,6239,10173,3418,26272,2643,0
2006,24059,Rivière-du-Nord,BQ ,90419,47820,47038,4365,9769,3393,27789,1722,0
2006,24060,Roberval--Lac-Saint-Jean,BQ ,81373,39300,38903,3014,14463,2151,17586,1689,0
2006,24061,Rosemont--La Petite-Patrie,BQ ,103458,53000,52395,8259,4873,6051,29336,3457,419
2006,24062,Saint-Bruno--Saint-Hubert,BQ ,99755,53461,52713,8643,10451,4359,26509,2364,387
2006,24063,Saint-Hyacinthe--Bagot,BQ ,94084,50520,49693,4884,12323,2723,27838,1925,0
2006,24064,Saint-Jean,BQ ,95096,52864,52005,6426,11516,3622,28070,2371,0
2006,24065,Saint-Lambert,BQ ,92946,46804,46242,10777,9097,3404,20949,1819,196
2006,24066,Saint-Laurent--Cartierville,LIB,100747,42831,42460,25412,5590,3279,6192,1810,177
2006,24067,Saint-Léonard--Saint-Michel,LIB,102302,42103,41463,23705,5975,2831,7772,961,219
2006,24068,Saint-Maurice--Champlain,BQ ,97893,49534,48561,5612,16028,3684,21532,1705,0
2006,24069,Shefford,BQ ,94939,52295,51428,12043,12734,2431,22159,2061,0
2006,24070,Sherbrooke,BQ ,97882,52526,51937,6863,10763,4646,27112,2238,315
2006,24071,Terrebonne--Blainville,BQ ,92086,51916,51030,4576,10212,3829,30197,2216,0
2006,24072,Trois-Rivières,BQ ,92206,49379,48680,5268,15423,3774,22331,1513,371
2006,24073,Vaudreuil-Soulanges,BQ ,102100,63176,62505,17774,11888,3468,26925,2450,0
2006,24074,Verchères--Les Patriotes,BQ ,89209,53414,52671,4602,11479,4293,30250,2047,0
2006,24075,Westmount--Ville-Marie,LIB,97226,41602,41340,18884,7295,6356,5191,3451,163
2006,35001,Ajax--Pickering,LIB,100248,52071,51917,25636,16992,6655,0,2199,435
2006,35002,Algoma--Manitoulin--Kapuskasing,LIB,82340,38596,38380,14652,8957,13244,0,1025,502
2006,35003,Ancaster--Dundas--Flamborough--Westdale,CPC,106245,62919,62744,21656,24530,13376,0,2767,415
2006,35004,Barrie,CPC,103710,57498,57308,22456,23999,6978,0,3875,0
2006,35005,Beaches--East York,LIB,108913,51364,51196,20678,9238,17900,0,3106,274
2006,35006,Bramalea--Gore--Malton,LIB,119886,50304,50012,25348,16367,6343,0,1721,233
2006,35007,Brampton--Springdale,LIB,116775,47314,47094,22294,14492,8345,0,1853,110
2006,35008,Brampton West,LIB,113638,57264,56983,27988,20345,6310,0,2340,0
2006,35009,Brant,LIB,118580,59989,59753,22077,21495,12713,0,2729,739
2006,35026,Bruce--Grey--Owen Sound,CPC,102487,52342,52164,14378,25133,5918,0,6735,0
2006,35010,Burlington,CPC,117348,65249,65022,25431,28030,8090,0,3471,0
2006,35011,Cambridge,CPC,119141,57991,57784,19419,25337,9794,0,3017,217
2006,35012,Carleton--Mississippi Mills,CPC,111149,69649,69419,16360,39004,8677,0,4544,834
2006,35013,Chatham-Kent--Essex,CPC,106144,48869,48636,15204,20820,10875,0,1737,0
2006,35015,Davenport,LIB,111705,39132,38892,20172,4202,12681,0,1440,397
2006,35016,Don Valley East,LIB,111177,43614,43413,23441,12661,5597,0,1714,0
2006,35017,Don Valley West,LIB,115539,53994,53802,28709,17908,4902,0,1906,377
2006,35018,Dufferin--Caledon,CPC,101608,49479,49313,14777,23641,5983,0,4912,0
2006,35014,Durham,CPC,107435,57779,57611,17290,27087,9946,0,2676,612
2006,35019,Eglinton--Lawrence,LIB,106879,49489,49244,26044,14897,5660,0,2520,123
2006,35020,Elgin--Middlesex--London,CPC,104564,51560,51327,13517,23416,9873,0,2873,1648
2006,35021,Essex,CPC,114330,57454,57243,19510,23125,12993,0,1507,108
2006,35022,Etobicoke Centre,LIB,111792,56487,56267,29509,18702,5426,0,2111,519
2006,35023,Etobicoke--Lakeshore,LIB,113914,56026,55778,24337,19613,8685,0,2853,290
2006,35024,Etobicoke North,LIB,112411,36264,36018,22195,8049,3820,0,950,1004
2006,35025,Glengarry--Prescott--Russell,CPC,97660,55782,55320,22787,22990,7049,0,2494,0
2006,35027,Guelph,LIB,106170,61850,61635,23662,18342,13561,0,5376,694
2006,35028,Haldimand--Norfolk,CPC,104575,53754,53559,18363,25885,6858,0,1894,559
2006,35029,Haliburton--Kawartha Lakes--Brock,CPC,111343,60246,60050,17266,29427,10340,0,3017,0
2006,35030,Halton,CPC,100055,69445,69214,28680,30577,6114,0,3843,0
2006,35031,Hamilton Centre,NDP,118186,48056,47777,11224,9696,24503,0,2022,332
2006,35032,Hamilton East--Stoney Creek,NDP,115709,53972,53696,18880,13581,19346,0,1573,316
2006,35033,Hamilton Mountain,NDP,119830,58954,58696,18704,15915,21970,0,1517,590
2006,35034,Huron--Bruce,LIB,104063,53546,53363,21260,20289,8696,0,1829,1289
2006,35035,Kenora,LIB,60572,27297,27212,9937,8434,8149,0,692,0
2006,35036,Kingston and the Islands,LIB,115833,62488,62248,28548,16230,11946,0,5006,518
2006,35037,Kitchener Centre,LIB,108840,50426,50194,21714,16131,9253,0,2822,274
2006,35038,Kitchener--Conestoga,CPC,96708,50168,50012,19246,20615,7445,0,2706,0
2006,35039,Kitchener--Waterloo,LIB,113826,66697,66457,31136,18817,11889,0,4298,317
2006,35046,Lambton--Kent--Middlesex,CPC,105291,54523,54288,16835,25170,9330,0,2156,797
2006,35040,Lanark--Frontenac--Lennox and Addington,CPC,113082,59677,59460,14709,30367,9604,0,3115,1665
2006,35041,Leeds--Grenville,CPC,96606,52215,52056,12661,28447,7945,0,3003,0
2006,35042,London--Fanshawe,NDP,107341,46779,46564,15199,13495,16067,0,1803,0
2006,35043,London North Centre,LIB,107672,60407,60091,24109,17968,14271,0,3300,443
2006,35044,London West,LIB,110988,61276,61052,23019,21690,13056,0,2900,387
2006,35045,Markham--Unionville,LIB,112093,53190,52943,32769,14153,4257,0,1146,618
2006,35047,Mississauga--Brampton South,LIB,113826,51052,50742,27370,15605,5521,0,1927,319
2006,35048,Mississauga East--Cooksville,LIB,122566,45796,45556,23530,14326,5180,0,1393,1127
2006,35049,Mississauga--Erindale,LIB,120354,60173,59922,26852,23524,6644,0,2613,289
2006,35050,Mississauga South,LIB,113003,52338,52109,23018,20888,5607,0,2393,203
2006,35051,Mississauga--Streetsville,LIB,118305,52249,52044,23913,18121,6929,0,2334,747
2006,35052,Nepean--Carleton,CPC,109291,72089,71873,20111,39512,8274,0,3976,0
2006,35053,Newmarket--Aurora,LIB,105955,59004,58812,27176,22376,5639,0,2813,808
2006,35054,Niagara Falls,CPC,120797,58463,58188,20092,23485,12209,0,2402,0
2006,35055,Niagara West--Glanbrook,CPC,99747,57937,57730,17712,27351,9251,0,2284,1132
2006,35056,Nickel Belt,LIB,89859,45894,45657,19775,5732,17668,0,975,1507
2006,35057,Nipissing--Timiskaming,LIB,89416,48081,47870,21393,16511,8268,0,1698,0
2006,35058,Northumberland--Quinte West,CPC,118906,62870,62679,22566,25833,11334,0,2946,0
2006,35059,Oak Ridges--Markham,LIB,111276,74834,74556,35083,28683,7367,0,3423,0
2006,35060,Oakville,LIB,109642,59984,59727,25892,25148,5815,0,2872,0
2006,35061,Oshawa,CPC,113662,53689,53503,12831,20657,17905,0,2019,91
2006,35062,Ottawa Centre,NDP,114032,66950,66626,19468,15105,24609,0,6765,679
2006,35063,Ottawa--Orléans,CPC,103435,62226,61988,24224,25455,9354,0,2377,578
2006,35064,Ottawa South,LIB,118808,61808,61510,27158,23028,8138,0,2913,273
2006,35065,Ottawa--Vanier,LIB,105870,56053,55695,23567,15970,12145,0,3675,338
2006,35066,Ottawa West--Nepean,CPC,112509,59719,59450,20250,25607,9626,0,2941,1026
2006,35067,Oxford,CPC,99270,49879,49715,13961,23140,8639,0,1566,2409
2006,35068,Parkdale--High Park,NDP,106559,51690,51450,18489,8777,20790,0,2840,554
2006,35069,Parry Sound--Muskoka,CPC,84789,46318,46171,18485,18513,5472,0,3701,0
2006,35070,Perth--Wellington,CPC,102447,47849,47694,12301,22004,8876,0,3117,1396
2006,35071,Peterborough,CPC,110887,63638,63431,20532,22774,16286,0,3205,634
2006,35072,Pickering--Scarborough East,LIB,106722,52749,52617,27719,16693,6090,0,1869,246
2006,35073,Prince Edward--Hastings,CPC,109407,57316,57097,18034,27787,8474,0,2386,416
2006,35074,Renfrew--Nipissing--Pembroke,CPC,96416,52064,51873,12532,29923,6509,0,1605,1304
2006,35075,Richmond Hill,LIB,109394,52126,51956,27837,16564,5176,0,2379,0
2006,35076,St. Catharines,CPC,111452,58030,57827,21423,21669,11848,0,2305,582
2006,35077,St. Paul's,LIB,112449,58548,58290,29295,15021,11189,0,2785,0
2006,35078,Sarnia--Lambton,CPC,104556,53556,53299,17649,21841,10673,0,1712,1424
2006,35079,Sault Ste. Marie,NDP,88419,46435,46243,15825,11099,17979,0,1056,284
2006,35080,Scarborough--Agincourt,LIB,110669,45006,44838,28065,10684,4969,0,1120,0
2006,35081,Scarborough Centre,LIB,102922,42360,42134,23332,11522,5884,0,1396,0
2006,35082,Scarborough--Guildwood,LIB,112628,41355,41079,21877,11790,5847,0,1235,330
2006,35083,Scarborough--Rouge River,LIB,115437,46368,46153,30285,9432,4972,0,754,710
2006,35084,Scarborough Southwest,LIB,105237,41856,41667,19930,10017,9626,0,1827,267
2006,35085,Simcoe--Grey,CPC,117505,60737,60565,18689,30135,6784,0,3372,1585
2006,35086,Simcoe North,CPC,111057,57760,57544,22078,23266,8132,0,3451,617
2006,35087,Stormont--Dundas--South Glengarry,CPC,98933,51402,51188,13906,28014,6892,0,1713,663
2006,35088,Sudbury,LIB,89443,47878,47650,19809,10332,15225,0,1301,983
2006,35089,Thornhill,LIB,116840,56609,56372,29934,19005,4405,0,1934,1094
2006,35090,Thunder Bay--Rainy River,LIB,85775,38618,38484,13520,10485,12862,0,1193,424
2006,35091,Thunder Bay--Superior North,LIB,83657,39125,38905,14009,8578,13601,0,2231,486
2006,35092,Timmins--James Bay,NDP,84001,38118,37949,13003,5173,19195,0,578,0
2006,35093,Toronto Centre,LIB,114581,59364,59112,30874,10763,14036,0,3080,359
2006,35094,Toronto--Danforth,NDP,109713,50657,50415,17256,4992,24412,0,3583,172
2006,35095,Trinity--Spadina,NDP,106094,62728,62450,25067,5625,28748,0,2398,612
2006,35096,Vaughan,LIB,112049,62370,61898,36968,16124,5114,0,3004,688
2006,35097,Welland,LIB,108876,57283,57049,20267,16678,17492,0,1960,652
2006,35098,Wellington--Halton Hills,CPC,100555,55242,55080,16065,27907,6785,0,3362,961
2006,35099,Whitby--Oshawa,CPC,112802,67027,66790,25882,29294,8716,0,2407,491
2006,35100,Willowdale,LIB,108454,55658,55442,30623,16254,6297,0,2268,0
2006,35101,Windsor--Tecumseh,NDP,116466,51008,50747,13413,12851,22646,0,1644,193
2006,35102,Windsor West,NDP,117041,48029,47700,12110,9592,23608,0,1444,946
2006,35103,York Centre,LIB,113420,42984,42669,22468,12828,5813,0,1560,0
2006,35104,York--Simcoe,CPC,112541,53753,53594,16456,25685,7139,0,3719,595
2006,35105,York South--Weston,LIB,114539,40378,40082,22871,6991,8525,0,1506,189
2006,35106,York West,LIB,110384,33841,33580,21418,6244,4724,0,1002,192
2006,46001,Brandon--Souris,CPC,83510,37337,37199,6696,20247,7528,0,1707,1021
2006,46002,Charleswood--St. James--Assiniboia,CPC,81874,44416,44259,16099,20791,5669,0,1700,0
2006,46003,Churchill,LIB,73428,25056,24966,10157,2886,7093,0,401,4429
2006,46004,Dauphin--Swan River--Marquette,CPC,77586,34149,33995,6171,20084,6221,0,1246,273
2006,46005,Elmwood--Transcona,NDP,77997,33502,33369,4108,10720,16967,0,1211,363
2006,46006,Kildonan--St. Paul,CPC,77131,40765,40628,13597,17524,8193,0,1101,213
2006,46007,Portage--Lisgar,CPC,83381,36980,36857,4199,25719,4072,0,1880,987
2006,46008,Provencher,CPC,81910,38522,38365,6077,25199,5259,0,1830,0
2006,46009,Saint Boniface,LIB,81239,42709,42546,16417,14893,9311,0,1640,285
2006,46010,Selkirk--Interlake,CPC,86555,44373,44219,4436,21661,16358,0,1283,481
2006,46011,Winnipeg Centre,NDP,80930,28739,28508,6940,5554,13805,0,2010,199
2006,46012,Winnipeg North,NDP,79332,27390,27253,5752,4810,15582,0,779,330
2006,46013,Winnipeg South,CPC,76871,41947,41836,17217,17328,5743,0,1289,259
2006,46014,Winnipeg South Centre,LIB,77839,41672,41522,16296,13077,9055,0,1848,1246
2006,47001,Battlefords--Lloydminster,CPC,73396,30649,30560,3901,16491,4829,0,637,4702
2006,47002,Blackstrap,CPC,73725,40592,40487,6841,19430,12376,0,1334,506
2006,47004,Cypress Hills--Grasslands,CPC,65216,30222,30137,3885,20035,5076,0,1141,0
2006,47003,Desnethé--Missinippi--Churchill River,LIB,64416,24724,24636,10191,10124,3787,0,534,0
2006,47005,Palliser,CPC,67282,34761,34675,7006,14906,11460,0,1182,121
2006,47006,Prince Albert,CPC,73988,31811,31726,6149,17271,7562,0,744,0
2006,47007,Regina--Lumsden--Lake Centre,CPC,66374,33707,33634,8956,14176,9467,0,1035,0
2006,47008,Regina--Qu'Appelle,CPC,69014,31037,30944,7134,12753,10041,0,1016,0
2006,47009,Saskatoon--Humboldt,CPC,70405,37355,37265,6281,18285,10975,0,1382,342
2006,47010,Saskatoon--Rosetown--Biggar,CPC,73077,29353,29275,3536,13331,11412,0,738,258
2006,47011,Saskatoon--Wanuskewin,CPC,72429,36042,35946,8655,17753,7939,0,1292,307
2006,47012,Souris--Moose Mountain,CPC,66223,30778,30695,5681,19282,4284,0,1448,0
2006,47013,Wascana,LIB,72508,40008,39914,20666,11990,5880,0,1378,0
2006,47014,Yorkton--Melville,CPC,70880,32749,32669,4558,20736,6165,0,923,287
2006,48006,Calgary Centre,CPC,117439,54800,54526,10464,30213,7227,0,6372,250
2006,48003,Calgary Centre-North,CPC,117252,55880,55667,7628,31174,9341,0,6573,951
2006,48002,Calgary East,CPC,115565,40071,39890,5410,26766,4338,0,2954,422
2006,48004,Calgary Northeast,CPC,109339,42099,41891,9241,27169,3284,0,1833,364
2006,48005,Calgary--Nose Hill,CPC,100026,55346,55216,9443,37815,4385,0,3573,0
2006,48007,Calgary Southeast,CPC,107432,59960,59840,6193,44987,4584,0,4076,0
2006,48008,Calgary Southwest,CPC,107920,57536,57416,6553,41549,4628,0,4407,279
2006,48009,Calgary West,CPC,103893,64952,64761,14328,38020,5370,0,6653,390
2006,48010,Crowfoot,CPC,104059,52482,52340,2908,43210,3875,0,2347,0
2006,48012,Edmonton Centre,CPC,115900,57722,57530,22196,25805,6187,0,3021,321
2006,48013,Edmonton East,CPC,119160,50226,50040,13088,25086,9243,0,2623,0
2006,48014,Edmonton--Leduc,CPC,95700,55895,55784,10856,33764,7685,0,3479,0
2006,48011,Edmonton--Mill Woods--Beaumont,CPC,99508,46515,46384,9809,27191,6749,0,2073,562
2006,48015,Edmonton--St. Albert,CPC,113146,58765,58628,11893,34997,8218,0,3520,0
2006,48016,Edmonton--Sherwood Park,CPC,103610,54421,54306,7801,34740,7773,0,3992,0
2006,48017,Edmonton--Spruce Grove,CPC,111622,58206,58097,9776,38826,6091,0,3404,0
2006,48018,Edmonton--Strathcona,CPC,98974,52918,52770,9391,22009,17153,0,3139,1078
2006,48001,Fort McMurray--Athabasca,CPC,88882,31646,31549,4663,20400,4602,0,1547,337
2006,48019,Lethbridge,CPC,106132,52226,52094,5859,35061,7135,0,1846,2193
2006,48020,Macleod,CPC,97578,49879,49746,4596,37534,3251,0,3075,1290
2006,48021,Medicine Hat,CPC,105009,44847,44751,3737,35670,3598,0,1746,0
2006,48022,Peace River,CPC,123877,48882,48769,4573,27785,5427,0,1102,9882
2006,48023,Red Deer,CPC,105070,50776,50663,4636,38375,5034,0,2618,0
2006,48024,Vegreville--Wainwright,CPC,107771,51266,51171,3873,37954,4727,0,3822,795
2006,48025,Westlock--St. Paul,CPC,99081,43655,43530,6531,29698,4368,0,2136,797
2006,48026,Wetaskiwin,CPC,101163,47709,47604,4371,35776,4441,0,3016,0
2006,48027,Wild Rose,CPC,101690,54842,54715,5331,39487,3968,0,5929,0
2006,48028,Yellowhead,CPC,98009,43133,43039,4066,30640,4712,0,2856,765
2006,59001,Abbotsford,CPC,116098,47321,47138,5976,29825,8004,0,2740,593
2006,59026,British Columbia Southern Interior,NDP,96144,46690,46454,9383,8948,22742,0,5258,123
2006,59002,Burnaby--Douglas,NDP,108891,48859,48701,16079,13467,17323,0,1694,138
2006,59003,Burnaby--New Westminster,NDP,111048,44973,44829,13420,12364,17391,0,1654,0
2006,59004,Cariboo--Prince George,CPC,111486,43785,43666,10509,19624,10129,0,2416,988
2006,59005,Chilliwack--Fraser Canyon,CPC,103716,48075,47941,8106,26842,10015,0,1929,1049
2006,59006,Delta--Richmond East,CPC,103045,48868,48712,15527,23595,7176,0,2414,0
2006,59008,Esquimalt--Juan de Fuca,LIB,110909,59541,59429,20761,16327,18595,0,3385,361
2006,59009,Fleetwood--Port Kells,CPC,101198,43675,43548,13749,14577,10961,0,1059,3202
2006,59010,Kamloops--Thompson--Cariboo,CPC,111721,53438,53337,13454,20948,16417,0,2518,0
2006,59011,Kelowna--Lake Country,CPC,111206,57420,57304,14807,28174,9538,0,4562,223
2006,59012,Kootenay--Columbia,CPC,88637,40935,40806,5443,22181,10560,0,2490,132
2006,59013,Langley,CPC,111046,54473,54357,12553,28577,9993,0,3023,211
2006,59014,Nanaimo--Alberni,CPC,112972,63251,63102,12023,26102,20335,0,3379,1263
2006,59015,Nanaimo--Cowichan,NDP,116754,61192,61057,9352,19615,28558,0,3107,425
2006,59016,Newton--North Delta,LIB,111050,43992,43818,15006,13416,14006,0,853,537
2006,59017,New Westminster--Coquitlam,NDP,109301,50870,50699,11931,16494,19427,0,1496,1351
2006,59019,North Vancouver,LIB,120841,60016,59876,25357,22021,7903,0,4483,112
2006,59020,Okanagan--Coquihalla,CPC,101831,50445,50315,11575,25278,9660,0,3802,0
2006,59018,Okanagan--Shuswap,CPC,109711,54674,54500,12330,24448,14551,0,2215,956
2006,59007,Pitt Meadows--Maple Ridge--Mission,CPC,110577,52248,52120,10556,20946,18225,0,1694,699
2006,59021,Port Moody--Westwood--Port Coquitlam,CPC,109394,48681,48540,13134,19961,11196,0,1623,2626
2006,59022,Prince George--Peace River,CPC,104257,37526,37423,5889,22412,6377,0,2394,351
2006,59023,Richmond,LIB,106621,43883,43689,18712,16904,6106,0,1967,0
2006,59024,Saanich--Gulf Islands,CPC,110284,65855,65721,17144,24416,17445,0,6533,183
2006,59025,Skeena--Bulkley Valley,NDP,99474,38392,38270,4845,12630,18496,0,1064,1235
2006,59027,South Surrey--White Rock--Cloverdale,CPC,99317,56616,56517,17336,26383,9525,0,2980,293
2006,59028,Surrey North,NDP,106904,35843,35687,6991,9864,16307,0,961,1564
2006,59029,Vancouver Centre,LIB,105998,57267,57104,25013,11684,16374,0,3340,693
2006,59030,Vancouver East,NDP,107421,42494,42294,9907,5631,23927,0,2536,293
2006,59031,Vancouver Island North,NDP,109380,56575,56442,7239,22936,23552,0,2715,0
2006,59032,Vancouver Kingsway,LIB,115325,46442,46168,20062,8679,15470,0,1307,650
2006,59033,Vancouver Quadra,LIB,112985,58445,58314,28655,16844,9379,0,2974,462
2006,59034,Vancouver South,LIB,113063,43870,43689,20991,11856,9205,0,1435,202
2006,59035,Victoria,NDP,104561,62148,61981,17056,15249,23839,0,5036,801
2006,59036,West Vancouver--Sunshine Coast--Sea to Sky Country,LIB,124572,63779,63635,23867,22891,12766,0,3966,145
2006,60001,Yukon,LIB,28674,14206,14113,6847,3341,3366,0,559,0
2006,61001,Western Arctic,NDP,37360,16186,16132,5643,3200,6802,0,338,149
2006,62001,Nunavut,LIB,26745,9251,9187,3673,2670,1576,0,544,724
2008,10001,Avalon,LIB,78381,33091,32829,14866,11542,5707,0,714,0
2008,10002,Bonavista--Gander--Grand Falls--Windsor,LIB,86394,28733,28588,20089,4354,3577,0,568,0
2008,10003,Humber--St. Barbe--Baie Verte,LIB,73171,26472,26322,17956,2799,4603,0,0,964
2008,10004,Labrador,LIB,26364,7787,7721,5426,615,1378,0,302,0
2008,10005,Random--Burin--St. George's,LIB,71219,23495,23373,12557,4791,5563,0,462,0
2008,10006,St. John's East,NDP,88002,41560,41423,5211,3836,30881,0,570,925
2008,10007,St. John's South--Mount Pearl,LIB,81938,34531,34439,14920,4324,13971,0,643,581
2008,11001,Cardigan,LIB,35067,19234,19133,10105,5661,1556,0,710,1101
2008,11002,Charlottetown,LIB,32174,17903,17766,8893,5704,2187,0,858,124
2008,11003,Egmont,CPC,34814,18576,18461,8055,8110,1670,0,626,0
2008,11004,Malpeque,LIB,33796,18923,18810,8312,7388,1819,0,1291,0
2008,12001,Cape Breton--Canso,LIB,71968,36564,36272,17447,8524,7660,0,2641,0
2008,12002,Central Nova,CPC,72966,39446,39142,0,18240,7659,0,12620,623
2008,12007,Cumberland--Colchester--Musquodoboit Valley,OTH,87895,39765,39564,3344,3493,4874,0,0,27853
2008,12003,Dartmouth--Cole Harbour,LIB,87886,40799,40554,16016,9109,12793,0,2417,219
2008,12004,Halifax,NDP,89448,45328,45098,12458,9295,19252,0,3931,162
2008,12005,Halifax West,LIB,88756,41369,41215,17129,8708,12201,0,2920,257
2008,12006,Kings--Hants,LIB,81531,37846,37659,16641,9846,8291,0,2353,528
2008,12008,Sackville--Eastern Shore,NDP,86963,39666,39529,5018,8198,24279,0,2034,0
2008,12009,South Shore--St. Margaret's,CPC,82855,40173,39983,9536,14388,13456,0,2090,513
2008,12010,Sydney--Victoria,LIB,76801,35280,35026,17303,7223,8559,0,1941,0
2008,12011,West Nova,CPC,86393,42315,42011,15185,16779,7097,0,2106,844
2008,13001,Acadie--Bathurst,NDP,78948,45441,44934,9850,8331,25849,0,904,0
2008,13002,Beauséjour,LIB,76259,43480,42894,20059,12506,7242,0,3087,0
2008,13003,Fredericton,CPC,85886,42474,42232,13319,17962,6490,0,4293,168
2008,13004,Fundy Royal,CPC,69471,33585,33334,5773,17211,7907,0,2443,0
2008,13005,Madawaska--Restigouche,LIB,62593,34867,34316,16266,11402,5361,0,1287,0
2008,13006,Miramichi,CPC,53844,29017,28657,10590,12058,4904,0,1105,0
2008,13007,Moncton--Riverview--Dieppe,LIB,89334,45772,45486,17797,16297,7394,0,3998,0
2008,13008,New Brunswick Southwest,CPC,63232,30142,29962,5863,17474,4958,0,1667,0
2008,13009,Saint John,CPC,82078,35032,34845,13285,13782,5560,0,1888,330
2008,13010,Tobique--Mactaquac,CPC,68352,31776,31484,6773,18071,4830,0,1810,0
2008,24046,Abitibi--Baie-James--Nunavik--Eeyou,BQ ,80894,28206,27729,5108,8422,2276,10995,928,0
2008,24001,Abitibi--Témiscamingue,BQ ,102795,44262,43680,9055,8267,4151,20929,976,302
2008,24002,Ahuntsic,BQ ,100471,48171,47648,18392,4937,4276,18815,1228,0
2008,24003,Alfred-Pellan,BQ ,104765,54009,53272,15594,8662,6406,20686,1665,259
2008,24004,Argenteuil--Papineau--Mirabel,BQ ,111534,55811,54995,9984,9584,6819,26455,2055,98
2008,24054,Bas-Richelieu--Nicolet--Bécancour,BQ ,91745,49974,49056,7987,8904,4010,26821,1334,0
2008,24005,Beauce,CPC,103617,51901,51084,5270,31883,4352,7143,2436,0
2008,24006,Beauharnois--Salaberry,BQ ,106856,54642,53735,7995,10858,6214,26904,1764,0
2008,24007,Beauport--Limoilou,CPC,101331,49794,48945,7030,17994,5986,15962,1363,610
2008,24008,Berthier--Maskinongé,BQ ,107911,55427,54433,10035,12078,5684,24945,1691,0
2008,24009,Bourassa,LIB,100683,40598,39903,19869,5405,3188,10145,1166,130
2008,24010,Brome--Missisquoi,BQ ,92591,50410,49879,16357,9309,4514,17561,1784,354
2008,24011,Brossard--La Prairie,LIB,113985,59187,58624,19103,11062,7452,19034,1816,157
2008,24012,Chambly--Borduas,BQ ,116925,64248,63444,10649,9564,8998,31773,2460,0
2008,24013,Charlesbourg--Haute-Saint-Charles,CPC,94522,50791,49980,7039,20566,6542,14602,1231,0
2008,24015,Châteauguay--Saint-Constant,BQ ,107165,55974,55033,10104,9827,8261,25086,1755,0
2008,24016,Chicoutimi--Le Fjord,BQ ,96483,48533,47777,6425,16680,3742,19737,1193,0
2008,24017,Compton--Stanstead,BQ ,100148,49146,48574,10946,9445,5483,20332,2368,0
2008,24018,Drummond,BQ ,92982,46426,45404,7697,11490,7460,17613,1144,0
2008,24019,Gaspésie--Îles-de-la-Madeleine,BQ ,82007,36940,36495,9840,8334,2549,14636,1136,0
2008,24020,Gatineau,BQ ,108742,52556,52098,13193,8762,13612,15189,1342,0
2008,24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,BQ ,73140,32268,31934,11368,5771,1497,11984,1139,175
2008,24021,Hochelaga,BQ ,100915,46327,45683,9442,4201,6600,22720,1946,774
2008,24022,Honoré-Mercier,LIB,106196,49997,49330,21544,7549,4986,13871,1380,0
2008,24023,Hull--Aylmer,LIB,110902,53089,52730,19750,7996,10454,11625,2784,121
2008,24024,Jeanne-Le Ber,BQ ,112863,49704,49109,15841,5494,7708,17144,2345,577
2008,24025,Joliette,BQ ,108169,54394,53516,7769,9540,5579,28040,2588,0
2008,24026,Jonquière--Alma,CPC,97232,51395,50765,2616,26639,2475,19035,0,0
2008,24027,Lac-Saint-Louis,LIB,105622,51677,51400,23842,12085,8105,2953,4415,0
2008,24028,La Pointe-de-l'Île,BQ ,99685,46999,46311,7403,5179,5975,25976,1340,438
2008,24029,LaSalle--Émard,LIB,100327,43079,42431,17226,6802,5622,10384,1579,818
2008,24030,Laurentides--Labelle,BQ ,105884,53573,53003,14143,6914,4896,24956,2094,0
2008,24031,Laurier--Sainte-Marie,BQ ,101758,48381,47975,8798,2320,8209,24103,3801,744
