Year,RO Year,FED Id,FED Name,population age 0-4,population age 5-9,population age 10-14 years,population age 15-17,population age 18-19,population age 20-24,population age 25-29,population age 30-34,population age 35-39,population age 40-44,population age 45-49,population age 50-54,population age 55-59,population age 60-64,population age 70-74,population age 75-79,population age 80-84,population age 85+,couple families with 1 child,couple families with 2 children,couple families with 3 or more children,average num of persons per family,private households by household size 1 person,private households by household size 2 persons,private households by household size 3 persons,mother tongue single responses english,mother tongue single responses french,mother tongue multiple responses english and french,knowledge of official languages english only,knowledge of official languages french only,knowledge of official languages english and french,knowledge of official languages neither english nor french,first official language spoken english,first official language spoken french,first official language spoken english and french,first official language spoken neither english nor french,first official language spoken official language minority num,home language spoken single responses english,home language spoken single responses french,population 1 year and over by mobility status 1 year ago movers,populati...over by mobility status 1 year ago migrants 250516AB,populati...obility status 1 year ago internal migrants E5731743,populati... status 1 year ago intraprovincial migrants 9412EDCF,populati...obility status 1 year ago external migrants C5DD2868,canadian citizenship,citizenship other than canadian,population 15+ by generation status 1st generation,population 15+ by generation status 2nd generation,population 15+ by generation status 3rd generation and over,first nations north american indian single identity,métis single identity,inuit single response identity,labour force 15+ by occupation not applicable,labour f...ness finance and administration occupations 2B82C03E,labour f...nd applied sciences and related occupations BF041023,labour force 15+ by occupation health occupations,labour f...pations in art culture recreation and sport E6577C9B,labour force 15+ by occupation sales and service occupations,population aged 15+ by place of work status worked at home,populati... place of work status worked outside canada B2E16A0B,populati...e of work status no fixed workplace address 90CEDF61,populati... place of work status worked at usual place C99B477F,employed...nsportation car truck or van as a passenger 0212B8C0,employed...5+ by mode of transportation public transit B18141EA,employed labour force 15+ by mode of transportation walked,employed labour force 15+ by mode of transportation bicycle,employed...15+ by mode of transportation other methods FC108373
2001,1996,24028,Kamouraska - Rivière-du-Loup - Témiscouata - Les Basques ,3940,4735,5620,3620,2625,5555,4310,4530,6365,7455,7385,6665,5385,4205,3670,3145,2030,1600,3300,3265,1820,2.9,9440,11910,5800,235,83890,150,30,72350,12005,15,225,84115,55,10,250,95,83335,7740,3885,3855,3745,35,84190,210,425,945,68735,150,475,0,1075,4860,1440,2605,665,8870,4225,110,2175,29690,14595,1000,50,1685,215
2001,1996,24029,Notre-Dame-de-Grâce - Lachine ,5420,5890,5765,3345,2270,6775,7230,7905,8800,8695,8110,7255,5360,4265,3910,3475,2455,2045,3665,3695,1615,2.9,18295,14340,6825,35230,40340,1520,19840,15965,63780,1670,47860,45045,6740,1605,51235,34140,32395,16435,6310,4570,3850,1745,92225,9035,26400,14980,42785,430,150,30,1720,10250,4565,2945,3200,11405,3130,235,2735,42850,14455,670,6070,1490,555
2001,1996,24030,Lac-Saint-Jean - Saguenay ,3395,4480,4860,3320,2240,4940,3595,3770,5630,6540,5945,4810,4105,3270,2320,1580,855,535,2695,3120,1755,3.0,5580,8795,4830,260,67615,130,50,59335,8775,10,265,67865,40,0,280,85,67275,6700,3080,3040,2980,45,68040,125,300,470,54590,160,295,0,1035,4650,1310,1670,470,7675,1765,15,2150,24030,13045,725,70,905,125
2001,1996,24031,Lac-Saint-Louis ,6725,8130,7985,4445,2935,6185,4630,6630,9795,10300,9210,8185,6235,4605,3530,3235,2140,1555,4980,7345,3150,3.1,8935,12125,6860,52350,32070,1820,24230,6170,77585,920,68560,34350,5115,880,71120,51400,19570,11775,8080,6875,5790,1205,103655,5250,22630,19185,44250,200,105,100,800,12520,5860,3090,2135,11395,4155,300,2970,47840,21560,870,3390,730,380
2001,1996,24032,LaSalle - Émard ,4960,5480,5045,3270,2290,6400,6975,7320,7890,8125,7465,7155,5990,5075,4470,3480,1925,1410,4185,3775,1365,2.8,15145,14385,7065,22475,50425,1320,14485,23695,58430,1920,33285,56760,6620,1865,36600,21380,44535,14455,5940,4930,4495,1005,92510,6020,22410,11935,48745,220,105,0,1555,12740,3220,2795,1175,12325,1455,150,2580,42590,16105,825,4870,885,195
2001,1996,24033,Laurentides ,6070,8095,8445,4855,3175,7280,6565,7905,10985,12390,11155,10345,9375,7545,5435,3665,2005,1570,3645,4190,1540,2.8,17410,21115,8790,5010,122695,965,1120,74810,54780,65,5770,124375,575,55,6060,3010,117655,20030,12760,12250,11970,515,129560,1215,4065,3980,100125,350,445,0,1530,9970,2935,3765,1565,19845,4490,150,5125,53350,27285,1490,340,1655,365
2001,1996,24034,Laurier - Sainte-Marie ,3525,3245,2755,1570,1730,11310,13545,10740,9690,8570,7650,6425,4455,3250,2820,2375,1750,1505,1570,1190,535,2.6,29200,17500,5190,6020,76925,815,2780,32845,60615,1120,8940,84445,2900,1070,10390,4075,71375,23330,7150,5195,4420,1955,90510,6840,17555,6650,63530,230,255,15,2210,10535,5320,2760,8325,13430,4395,230,3900,47730,10110,560,9750,5415,1990
2001,1996,24035,Laval-Centre ,5980,7075,6570,3770,2750,7795,7490,7860,9335,9665,8795,7550,6370,5130,4355,3150,1765,1285,3895,4475,1885,2.9,14335,15770,7710,4945,86405,1035,2850,48785,57665,1165,9135,95225,4990,1115,11630,3625,81600,14935,6285,5765,5605,525,107365,3095,15365,7725,67740,185,60,10,1155,12630,4205,3280,1735,13705,2585,90,3700,50300,22875,880,3045,655,300
2001,1996,24036,Laval-Est ,5560,7490,7570,4205,2805,6585,5555,6800,9335,10575,8915,7590,6445,5285,4370,3110,1700,1340,4480,5445,2095,3.0,9280,14010,7715,4520,86055,760,1850,48825,57320,735,10990,93440,3620,695,12795,4425,82385,11875,4945,4645,4490,300,106770,1970,12350,9980,65800,80,65,15,935,13020,3695,3480,1700,12930,2760,65,3585,48660,23230,680,2595,615,240
2001,1996,24037,Laval-Ouest ,6920,8555,8105,4590,3050,7140,6835,8850,11095,10915,9140,8395,7285,5945,4185,2690,1355,970,5240,6935,2800,3.0,8220,14040,8265,11065,76465,980,8920,39630,69000,2250,24125,83800,9675,2200,28965,10370,69645,12250,5235,4690,4500,545,116690,3110,23595,13485,59095,175,85,10,1370,13530,5090,3205,1345,15195,3365,115,4015,54110,26885,955,2690,400,250
2001,1996,24038,Lévis-et-Chutes-de-la-Chaudière ,7100,8480,8340,5015,3670,8975,7870,8560,10640,11635,11015,10155,7510,4690,3195,2490,1680,1150,4490,6020,2445,3.0,12080,16055,9105,1015,122670,350,30,90005,34555,10,1010,123395,185,0,1100,200,120960,14425,8250,8080,7920,165,124180,415,1425,1610,97665,180,65,0,1160,13985,5745,4515,1465,16690,3615,145,4740,58340,29040,1320,1085,1225,460
2001,1996,24039,Longueuil ,4290,4865,4715,2755,2345,6455,5880,5500,6650,7500,7345,6725,5415,3895,2885,2320,1380,955,2535,2570,1040,2.8,13125,12900,5895,2100,75190,570,980,41905,41000,255,3340,79060,1485,250,4085,1270,71965,14020,6385,6005,5865,385,82165,1975,6805,3450,60050,135,95,10,1175,9470,3860,2885,1845,9625,2225,80,3045,37625,15440,740,3515,790,435
2001,1996,24040,Lotbinière-L'Érable ,3655,4600,4865,3070,2065,4305,3610,4000,5485,5885,5490,5005,4310,3360,2460,1940,1225,1015,2295,2925,1670,3.0,6525,9060,4255,405,66650,215,65,57710,9950,15,400,67260,65,15,430,120,66100,6115,3585,3530,3470,55,67495,250,750,825,53005,50,70,0,475,4190,1125,1415,500,5985,4865,100,2235,25605,13005,805,55,1240,580
2001,1996,24041,Louis-Hébert ,3415,4515,5090,3385,2945,9895,5960,4705,5965,7540,8695,8165,6880,5135,4240,3400,2025,1490,3120,3445,1475,2.8,15425,15840,6195,2365,90205,550,295,48715,47975,145,2760,93120,1105,145,3310,895,87505,14730,8330,7210,6775,1120,94640,2495,6140,2955,74985,205,140,15,1240,10030,5980,4475,2335,11525,3025,180,2455,44670,18075,725,2415,1460,650
2001,1996,24042,Manicouagan ,3125,3685,3650,2225,1475,3240,3190,3815,4660,4740,4505,3990,3080,2340,1315,940,460,330,1880,1845,800,2.9,4755,6635,4020,4560,41380,385,3560,36215,11735,540,5140,45915,465,535,5375,3870,40345,5425,1905,1890,1780,15,51915,135,460,530,40610,5880,795,55,920,3290,1140,1235,490,6365,930,10,1360,19850,8895,685,765,1230,125
2001,1996,24043,Matapédia - Matane ,3095,4070,4710,2915,1945,3930,3260,3615,5405,6435,6135,5640,4475,3510,2975,2460,1500,1215,2575,2205,985,2.9,7825,9880,5180,2410,65490,215,2025,56585,10310,0,3105,65725,95,0,3150,2065,64605,7190,3335,3305,3175,30,68715,205,335,745,55985,1950,90,20,1315,3595,965,2080,555,7490,2320,0,1970,20160,9675,570,100,970,105
2001,1996,24044,Mercier ,4335,5640,5600,3265,2360,6155,5340,5795,7720,9015,8265,7060,5900,4745,4220,3090,1715,1135,3315,2750,1125,2.8,12985,14250,6860,2640,82280,575,970,53815,37625,450,3965,86945,1550,405,4740,1420,79830,12960,3885,3475,3405,410,90700,2155,6995,3870,66445,150,140,10,1390,10670,2720,2765,1185,11640,1360,40,3110,40795,15960,590,4935,850,280
2001,1996,24045,Mont-Royal ,5980,6165,5835,3325,2220,5895,5555,6465,7285,7020,6440,6325,5180,4555,4360,4385,3405,3745,4160,4955,2760,3.0,12570,11635,5810,33310,20860,1055,27905,7735,57665,2920,56655,27355,9390,2830,61350,36110,14575,12280,4895,2570,2140,2320,83290,12930,43540,17910,16750,35,10,0,1685,8020,3495,3375,1820,9695,2860,285,1850,36715,13375,560,4980,940,105
2001,1996,24046,Outremont ,5585,5060,4370,2535,2210,10370,10700,9105,8175,7060,6510,5815,4450,3560,3070,2810,2000,2085,3100,2735,1735,2.9,20550,14320,5895,12475,49100,950,14080,17965,62350,3035,25855,60230,8365,2975,30040,11400,43365,19345,8120,4490,3775,3625,81920,15510,36410,10740,35150,130,45,10,2005,8745,5320,3265,5820,9300,4310,330,2570,41050,9940,530,7775,2690,860
2001,1996,24047,Papineau - Saint-Denis ,6580,5810,5115,3150,2375,9745,10455,9540,9435,8635,7205,6025,4940,4595,4305,3250,1830,1270,4140,3700,2170,2.9,18680,14425,7120,5200,47410,700,14450,35665,50900,7065,22315,66520,12425,6825,28525,5030,44520,18065,6325,3430,3075,2895,91750,16335,43600,10570,36380,55,100,0,3280,8950,3300,2350,2870,12865,1765,120,2675,42925,11765,935,9215,1595,440
2001,1996,24048,Pierrefonds - Dollard ,6520,8345,8500,5205,3415,7580,5840,6865,9180,9905,9330,8545,6270,4805,3390,2270,1250,1005,4790,7325,3660,3.2,7950,10780,6975,40975,37200,1155,21820,11955,75875,1395,58785,42695,8270,1295,62925,40100,27125,12745,7415,6495,5840,915,104985,6065,31495,18300,37915,115,50,50,1135,12850,5715,3245,1660,13400,3390,195,2790,50220,22205,1035,3775,635,200
2001,1996,24049,Pontiac - Gatineau - Labelle ,5230,6795,7220,4080,2375,4675,4950,6430,8895,9470,8880,8005,6965,5405,3600,2485,1400,1065,3745,3970,1575,2.9,10020,14980,6875,20700,76990,1405,12835,44945,42890,40,22210,77825,630,40,22525,18735,68455,10960,5860,5700,4740,165,100130,575,2435,2755,76170,2110,2585,15,1285,7995,2545,2710,1155,10305,4165,70,4595,35435,18975,1215,195,1040,150
2001,1996,24050,Portneuf ,5325,6815,6525,3660,2345,5165,5220,6560,8635,8825,7645,6480,4960,3595,2660,1975,1170,915,3480,4435,1665,3.0,7720,11400,6585,1425,87985,400,170,66075,24030,10,1480,88655,145,0,1550,545,85730,8940,5130,5020,4675,115,89820,460,1345,1165,69060,220,95,0,985,8020,3060,2595,950,11975,3030,60,2915,38595,20460,815,550,930,410
2001,1996,24051,Québec ,3210,3140,3055,2065,2090,9450,8920,6755,7295,7995,8260,7690,6100,4780,5085,4810,3580,3065,1825,1345,405,2.5,31430,17785,5230,1785,93210,595,150,61175,37770,275,1885,96710,525,245,2145,475,91500,21595,7830,7160,6775,670,97055,2310,5235,2585,82080,335,135,15,2430,8260,3900,3265,2725,14165,2445,150,2675,39790,11670,595,3495,5085,930
2001,1996,24052,Québec-Est ,5300,6330,6325,3785,2730,7915,7265,7140,8975,9770,9160,8665,7570,5590,3590,2530,1415,1160,4145,4475,1380,2.8,13485,16535,8180,1405,104870,325,145,77360,31050,90,1450,106795,315,80,1610,395,103040,14145,6795,6590,6330,200,107885,765,2340,1440,86885,1770,260,0,1325,13075,5135,3675,1445,15405,2395,135,3360,49540,22895,1040,1995,960,525
2001,1996,24053,Repentigny ,7245,10525,10590,5785,3495,7230,6460,8770,12365,13145,10980,9225,7165,4740,2740,1680,830,500,5015,6465,2395,3.1,7120,14025,9555,2130,121740,500,240,76580,49720,45,2620,123385,535,40,2885,785,118315,12750,8145,8075,8025,75,126110,470,2900,3455,91850,150,185,0,1070,14050,3520,3760,1260,16320,3515,65,5545,57500,31135,1255,1015,710,320
2001,1996,24054,Bas-Richelieu - Nicolet - Bécancour ,3550,4675,5255,3340,2305,5090,3790,4500,6245,7615,7555,6885,6150,4395,3660,2700,1665,1410,3435,3220,1220,2.9,9885,12250,5970,605,81350,260,60,65205,17630,25,615,82160,135,15,680,210,80790,7355,3515,3325,3255,190,82495,425,1330,1535,66545,535,140,0,1160,5680,1835,2530,640,8500,3585,90,2115,31705,16195,900,220,1200,475
2001,1996,24055,Richmond - Arthabaska ,5225,6525,6700,4270,2840,6250,5345,5915,7670,8425,8245,7450,5955,4535,3680,2905,1950,1465,2800,3690,2160,3.0,10980,13880,6170,3075,93080,350,975,73075,23220,25,3145,93920,210,20,3250,1920,91185,11215,5545,5395,5210,150,96660,635,1750,1905,75125,75,50,10,880,6990,1795,2650,785,9905,4595,65,2695,40470,20110,1120,90,1755,560
2001,1996,24056,Rimouski-Neigette-et-la Mitis ,3170,4005,4330,2905,2140,4710,3700,3940,5285,6640,6580,5870,4495,3340,2875,2240,1405,1075,2425,2560,1065,2.9,8945,10125,4890,410,68980,125,25,57005,12650,0,445,69200,45,0,465,85,68335,7900,3680,3600,3500,80,69465,215,505,870,56745,120,60,0,1110,5900,2170,2395,860,8690,2445,25,2205,26705,12645,515,100,1340,245
2001,1996,24057,Roberval ,3755,4515,4950,3485,2360,4905,3675,3865,5785,6685,5815,5065,4045,3185,2175,1540,875,620,2680,3135,1655,3.0,6295,8505,4985,395,67360,65,325,59575,8905,75,665,67980,160,75,745,115,66810,7105,2660,2630,2540,30,68715,165,290,565,54770,2820,840,0,1035,4190,1090,1885,430,8020,1755,25,2025,24545,12190,900,280,1370,230
2001,1996,24058,Rosemont - Petite-Patrie ,4820,4615,4095,2360,2095,9810,10840,9110,9310,8820,7845,6225,4570,3965,3990,3395,2020,1550,2525,1840,810,2.6,25390,16870,6305,3090,79035,690,2215,44880,53185,1710,6040,90500,3815,1625,7950,1805,75215,20640,6035,4915,4590,1115,95865,6115,17935,6335,64080,200,165,10,2040,11255,4575,2710,4495,12520,2465,190,3700,46375,13105,540,8670,1645,985
2001,1996,24059,Témiscamingue ,4370,5530,5690,3725,2355,4860,4365,4980,6685,7370,6685,5640,4510,3365,2770,2090,1140,790,2495,2830,1375,2.9,8925,11035,5255,3095,74930,460,1505,55920,21685,30,3460,75455,185,25,3555,2375,72470,9755,3915,3830,3480,90,78880,250,825,1445,61275,1535,720,10,1350,5200,1910,1775,630,8445,2510,40,2010,28405,13605,750,110,1535,235
2001,1996,24060,Rivière-des-Mille-Îles ,7005,9315,8775,4735,3310,8105,7085,8035,10780,11375,9415,8075,6375,4190,2855,2115,1265,865,3840,5420,2285,3.0,9690,14410,8560,6720,103495,950,2825,57865,55050,435,8625,106180,940,430,9095,4330,98405,14765,9145,8910,8735,230,114960,1225,4810,4625,81635,310,125,10,1005,12835,4590,3180,1380,14875,3150,145,4140,53420,25985,1245,1670,940,520
2001,1996,24061,Saint-Bruno - Saint-Hubert ,5270,7170,7400,4340,2915,6420,5350,6225,8570,9605,8470,8305,6615,4350,2420,1540,885,665,4055,5085,2085,3.0,6730,11860,7275,8245,83520,845,2700,44740,51030,290,10015,86995,1475,270,10755,5865,77965,9870,5820,5550,5335,265,97435,1325,7645,5215,66070,110,110,10,870,12615,3900,2980,1515,12875,2330,150,3535,46835,21120,1005,3360,650,345
2001,1996,24062,Saint-Hyacinthe - Bagot ,4935,5945,6245,3860,2710,6525,5175,5850,7435,8100,7560,6900,5585,4220,3220,2760,1820,1555,2875,3330,1730,2.9,10550,12815,6275,685,89870,255,85,70745,20960,70,750,90885,170,55,835,190,89030,12020,5790,5600,5540,195,91305,550,1600,1910,71220,90,90,0,940,7290,2190,2830,760,9855,4495,80,2755,39490,19305,925,185,1725,620
2001,1996,24063,Saint-Jean ,5045,6750,6725,3790,2725,6250,5210,6240,8000,8575,7670,6910,5400,4080,3155,2465,1445,1085,2980,3610,1495,2.9,10330,12765,6295,2750,88950,655,770,57455,35780,40,3055,90545,415,45,3260,1335,85390,12400,6550,6390,5975,160,93470,585,2490,3150,69825,245,100,10,1150,8250,2525,2755,715,11835,2795,125,3090,40755,20100,1085,640,1220,550
2001,1996,24064,Saint-Lambert ,4410,5055,4955,2875,2025,6035,5475,5270,6615,6880,6755,6355,5735,4445,3400,2635,1720,1280,2660,2745,1175,2.8,13235,12760,5830,10740,65140,1010,4540,34900,45030,495,13135,69500,1870,460,14070,9190,60280,13195,7170,6400,6085,775,82430,2540,9310,5915,55270,125,120,0,1150,9370,3210,2450,1675,9910,2040,170,2755,35745,14325,555,3825,735,460
2001,1996,24065,Saint-Laurent - Cartierville ,6275,6115,5360,3310,2415,6870,7120,7705,7875,7320,6610,6275,5205,4575,4480,3940,2555,2195,4180,4720,2905,3.0,12790,11725,6000,15010,33405,1155,16060,19555,59500,4240,32535,49295,13440,4085,39255,15745,27575,14275,6870,4230,3860,2640,86360,12995,45280,12715,23565,45,40,0,2165,9515,4745,2435,1395,9725,2360,235,2445,38320,14935,625,5640,745,175
2001,1996,24066,Saint-Léonard - Saint-Michel ,6820,6590,5665,3295,2310,6825,7645,8350,8160,7240,6335,6440,5520,5610,4535,3115,1455,1085,4935,4535,2240,3.0,10490,12830,7490,6010,38980,780,4625,41740,50690,5075,20075,64435,12805,4820,26480,6925,35725,12380,5005,3565,3300,1435,92465,9670,40335,16175,26440,160,80,0,2190,9855,2505,2180,895,11025,1280,95,3015,38815,15235,450,4700,790,140
2001,1996,24067,Saint-Maurice ,3015,4075,4435,3090,1965,4390,3290,3760,5765,7165,6945,6045,5305,4040,3830,2970,1815,1250,2730,2660,945,2.8,10880,11575,5330,640,73910,285,50,60270,14845,30,660,74415,100,20,710,150,73175,8545,4430,4405,4315,20,74945,255,695,1320,61650,135,155,0,1345,5525,1415,2135,405,7465,2075,30,1945,27215,14190,605,185,1125,130
2001,1996,24068,Shefford ,5005,6270,6690,4065,2730,6290,5155,5730,8130,8805,7820,6845,5600,4235,3155,2350,1415,1145,3010,3540,1750,2.9,10240,13095,6265,2935,88660,660,635,61565,30915,50,3125,89680,315,40,3285,1355,85730,13010,5650,5505,5395,145,92570,585,1730,2220,71210,90,55,15,820,6775,2850,2195,790,10230,3750,110,2510,41575,21005,1360,85,1465,405
2001,1996,24069,Sherbrooke ,4430,5030,5330,3445,3005,9055,6415,5380,6720,7615,7575,6830,5685,4235,3815,3515,2430,2060,2425,2850,1170,2.8,17560,14735,5600,4630,84820,620,1330,51460,40515,370,5190,87380,740,370,5565,3040,81620,18500,7440,6695,6375,745,91360,2315,4745,3270,70930,75,60,0,1450,7465,2545,4245,1240,12385,2360,80,2550,40335,17395,1125,1100,1875,305
2001,1996,24070,Terrebonne - Blainville ,7890,10600,10400,5375,3145,6775,6560,8970,12720,12815,10225,8300,6350,4040,2370,1565,860,575,4635,6385,2435,3.1,6495,13130,9135,4915,111625,705,1125,66875,53215,110,6065,114180,980,105,6555,2765,106385,14070,9155,8950,8765,210,120350,975,4290,4745,83405,210,65,0,1145,12740,3960,3595,1420,15070,4090,145,5185,54075,28555,1205,1310,670,285
2001,1996,24071,Trois-Rivières ,3960,4865,4935,3210,2540,6655,4990,5140,6955,7885,7610,6945,6045,4760,3895,3110,1880,1695,2945,3070,945,2.8,14035,13725,6175,1020,86625,370,55,64680,24345,30,1110,87695,285,20,1260,285,85415,12430,5570,5410,5300,165,88550,560,1625,1765,71935,215,185,10,1430,7230,2340,2785,960,10390,2310,80,2420,36080,17295,955,470,1310,550
2001,1996,24072,Vaudreuil - Soulanges ,6525,8355,7510,3945,2320,5255,5500,7560,10120,9915,8350,7245,5750,3835,2685,1985,1205,855,3895,5015,2225,3.0,7710,12820,7110,19615,76610,1275,7695,36300,57260,35,22225,77945,1090,25,22765,16555,68310,12480,8830,8505,7940,325,99590,1700,6135,6100,66630,295,110,10,725,10895,4025,2345,1250,12300,4005,170,3715,45305,24115,965,515,595,280
2001,1996,24073,Verchères - Les-Patriotes ,6365,8430,8030,4535,2875,6020,5400,7595,10300,10560,9075,8245,6805,4530,2425,1580,925,720,4070,5755,2040,3.0,6340,13195,7845,1850,102580,550,255,60365,46045,35,2215,104070,385,25,2405,770,99230,10200,6255,6110,5970,150,105980,715,2780,3260,77810,110,55,10,660,11960,5035,3800,1875,12325,4090,140,3340,51435,25235,945,1610,735,500
2001,1996,24074,Verdun - Saint-Henri - Saint-Paul - Pointe Saint-Charles ,4770,5070,4395,2380,1980,6850,7415,7580,8095,7950,6955,6055,4915,4055,3490,2860,1695,1380,2465,2110,835,2.7,18790,14595,5950,16375,60100,1130,10585,27065,51610,1000,21295,64800,3225,940,22910,14185,53415,18275,7875,6210,5755,1665,84145,6115,13310,6225,56480,315,200,40,1810,9790,3445,2290,2330,10720,2150,185,2615,36785,11285,650,6820,1185,460
2001,1996,24075,Westmount - Ville-Marie ,3610,3470,3300,2145,2665,10870,9700,8430,7235,6350,6260,6600,5405,4235,3330,2820,1980,2120,2965,2540,1265,2.7,25090,14350,4750,33060,26905,1285,20565,7285,62500,1620,50045,33085,7270,1575,53680,32775,19015,19925,8530,4490,2790,4040,75670,16305,36475,14765,30365,190,185,40,1805,9195,5295,2975,4480,8755,4915,480,2195,38935,9675,440,5730,5755,420
2001,1996,35001,Algoma - Manitoulin ,3740,4760,5425,3435,1985,3410,3200,4125,5540,6290,5705,5480,4755,4355,3215,2045,1120,790,2730,3300,1595,2.9,7355,11125,4475,56940,9820,670,57510,1020,14255,75,62990,9615,200,55,9720,60550,2795,8450,3980,3925,3580,55,71935,925,4685,6960,47170,9580,2880,10,755,4165,1125,1490,550,8270,2440,155,2740,24185,10950,1100,140,1475,210
2001,1996,35002,Barrie - Simcoe - Bradford ,10690,12895,12280,6480,3930,9375,10260,12350,15690,13925,10620,8775,6500,5005,4290,3465,2220,1620,6490,9575,4285,3.1,9710,17050,9805,135150,3120,405,142350,140,10145,805,149345,3020,295,770,3170,140490,390,25545,14195,13435,12455,765,148490,4935,20375,25280,71865,1265,540,10,940,14225,4200,3710,1905,21685,5160,145,9015,66205,35435,3115,980,1125,265
2001,1996,35003,Beaches - East York ,6950,6820,6300,3475,2320,6205,8535,11055,11930,10705,9215,7415,4880,3930,3370,2915,1860,1470,5020,5225,2165,2.9,14970,14250,7720,75765,1980,310,96630,105,11600,3815,105605,2065,765,3710,2450,80150,285,16960,5315,2330,1640,2985,98725,13425,38270,20315,33430,910,220,40,1160,12890,5230,2395,4775,13265,4130,275,5035,50175,16205,815,9095,1050,690
2001,1996,35004,Bramalea - Gore - Malton - Springdale ,11700,11920,10695,5975,3920,10095,11125,12850,13655,11345,9255,8950,7265,5735,2835,1825,825,525,7485,9870,5190,3.3,4095,9060,8005,84025,1555,175,130545,70,8080,5915,136435,1585,850,5750,2015,89450,340,21880,10600,7970,7205,2630,122160,22460,64355,21250,24485,430,185,0,1005,17395,4580,2140,1340,15415,2940,260,5880,67525,33340,2195,3145,475,180
2001,1996,35005,Brampton Centre ,8290,9310,9125,5475,3690,8880,8775,9855,11145,10255,9000,8395,5900,3990,2050,1535,855,600,5710,8155,4285,3.3,4595,8850,7340,83715,1670,220,108870,45,7500,3115,114490,1655,360,3030,1835,88900,215,18440,7125,5785,5125,1340,106265,13270,40975,20730,31015,445,235,0,570,15955,4210,2170,1090,14365,2610,225,4630,59115,29065,1830,2105,685,140
2001,1996,35006,Brampton West - Mississauga ,14895,16060,14520,8305,5295,13045,14355,17150,18945,16755,13745,11475,7605,5580,3275,2265,1365,1080,9515,14730,7025,3.3,6595,11685,10365,100640,1960,230,170060,135,12205,6880,179160,2105,1340,6675,2770,110080,460,32600,13270,10230,9460,3035,163630,25650,86835,29845,26975,390,165,10,1445,23635,8580,3575,1695,20425,4405,420,8215,88190,44270,2360,3510,650,140
2001,1996,35007,Brant ,6375,7510,7890,4815,3015,6530,6450,6930,8765,8765,8335,7570,5545,4590,3980,3560,2270,1930,4495,5675,2830,3.0,10545,13605,6795,93895,1345,180,101335,40,5310,615,105295,1270,155,580,1345,98070,180,13860,5085,4805,4455,285,104125,3175,14300,18440,52695,2210,435,15,765,9330,2220,2755,1000,13075,3050,135,4180,46060,22705,1970,390,915,390
2001,1996,35008,Toronto - Danforth ,5845,5720,5300,3045,1965,5845,8430,10265,11370,9570,8020,6820,4650,3795,3225,2650,1600,1445,4370,4730,1920,2.9,13110,12495,6635,55430,1780,245,81920,95,11585,7860,90995,1870,845,7745,2290,59330,305,13685,4485,1670,1140,2820,88220,13245,41975,18225,24375,555,180,0,1185,10770,4720,2200,5100,12455,3940,195,4875,44765,12900,735,9230,1360,960
2001,1996,35009,Bruce - Grey - Owen Sound ,4795,6040,6990,4530,2850,5075,4180,4860,6840,7795,7710,7365,6140,5420,4695,3545,2480,2100,3645,4690,2715,2.9,9915,14970,5360,90515,650,110,91545,0,5035,120,95965,555,60,120,585,93425,15,11685,6365,5975,5715,390,95235,1465,7260,10405,61205,1835,535,10,485,5965,1620,2850,1105,11880,6850,140,4570,36310,17400,1680,85,1630,295
