event_number	ed_code	ballot_sequence_number	candidate_first_name	candidate_middle_name	candidate_last_name	candidate_gender_code	candidate_occupation_english	candidate_occupation_french	elected_indicator	incumbent_indicator	candidate_vote	candidate_vote_percentage	candidate_residence	candidate_province_english	candidate_province_french	candidate_party_english_name	candidate_party_french_name
3600	ED35-086	01	Jack		Drewes	M	Union Representative	Représentant syndical	N	N	8117	24.24	Thunder Bay	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-086	02	Stan		Dromisky	M	Retired	Retraité	Y	Y	14287	42.66	Thunder Bay	Ontario	Ontario	Liberal	Libéral
3600	ED35-086	03	Rick		Potter	M	Air Traffic Controller	Contrôleur aérien	N	N	5443	16.25	Murillo	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-086	04	Sandy		Smith	M	Student	Étudiant	N	N	5642	16.85	Thunder Bay	Ontario	Ontario	Reform	Réforme
3600	ED35-087	01	Joe		Comuzzi	M	Lawyer-Businessman	Avocat-Homme d'affaires	Y	Y	16745	51.83	Thunder Bay	Ontario	Ontario	Liberal	Libéral
3600	ED35-087	02	Doug		Guinn	M	Appraiser	Expert-estimateur	N	N	3569	11.05	Thunder Bay	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-087	03	Chris		Mather	F	Social Worker	Travailleuse sociale	N	N	6705	20.76	Thunder Bay	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-087	04	Doug		Pantry	M	Engineer	Ingénieur	N	N	5286	16.36	Thunder Bay	Ontario	Ontario	Reform	Réforme
3600	ED35-088	01	John		Hodgson	M	Chief Administrative Officer	Agent administratif en chef	N	N	4886	14.11	Temagami	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-088	02	Marie-Jeanne		Lacroix	F	Custodian	Consignataire	N	N	4623	13.35	Iroquois Falls	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-088	03	Ben		Serré	M	Business Consultant	Consultant	Y	Y	20580	59.43	Verner	Ontario	Ontario	Liberal	Libéral
3600	ED35-088	04	Norm		Stewart	M	Retired	Retraité	N	N	4541	13.11	Haileybury	Ontario	Ontario	Reform	Réforme
3600	ED35-089	01	Réginald		Bélair	M	Politician	Politicien	Y	Y	16829	50.25	Kapuskasing	Ontario	Ontario	Liberal	Libéral
3600	ED35-089	02	Donna		Ferolie	F	Rehabilitation Specialist	Spécialiste en réadaptation	N	N	2464	7.36	Hilton Beach	Ontario	Ontario	Reform	Réforme
3600	ED35-089	03	Jodi		MacDonald	F	Unemployed	Sans emploi	N	N	2251	6.72	Timmins	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-089	04	Cid		Samson	M	Branch Supervisor	Superviseur de succursale	N	N	11945	35.67	South Porcupine	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-090	01	Ted	W.	Culp	M	Teacher	Enseignant	N	N	145	0.31	Toronto	Ontario	Ontario	No Affiliation	Aucune appartenance
3600	ED35-090	02	Bill		Graham	M	University Professor	Professeur d'université	Y	Y	22945	49.19	Toronto	Ontario	Ontario	Liberal	Libéral
3600	ED35-090	03	Jim		Harris	M			N	N	577	1.24	Toronto	Ontario	Ontario	Green Party	Parti Vert
3600	ED35-090	04	David		MacDonald	M	Educator	Éducateur	N	N	9597	20.58	Toronto	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-090	05	Ron		Parker	M	Theme Park Director	Directeur d'un parc d'attraction	N	N	270	0.58	Toronto	Ontario	Ontario	Natural Law Party	Parti de la loi naturelle
3600	ED35-090	06	Anthony	Robert	Pedrette	M	Businessperson	Personne d'affaires	N	N	303	0.65	Toronto	Ontario	Ontario	Canadian Action	Action canadienne
3600	ED35-090	07	Stephen		Probyn	M	Finance	Finance	N	N	8993	19.28	Toronto	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-090	08	Stephen		Rutchinski	M	Truck Driver	Chauffeur de camion	N	N	166	0.36	Toronto	Ontario	Ontario	Marxist-Leninist	Marxiste-Léniniste
3600	ED35-090	09	John		Stewart	M	Banker	Banquier	N	N	3646	7.82	Toronto	Ontario	Ontario	Reform	Réforme
3600	ED35-091	01	Thomas	P.	Beckerle	M	Commodity Trader	Commerce de bien	N	N	130	0.32	Toronto	Ontario	Ontario	Canadian Action	Action canadienne
3600	ED35-091	02	J.-P.		Bedard	M	Teacher	Enseignant	N	N	140	0.35	Toronto	Ontario	Ontario	Marxist-Leninist	Marxiste-Léniniste
3600	ED35-091	03	Olivia		Chow	F	Metro Councillor	Conseillère métropolitaine	N	N	16413	40.81	Toronto	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-091	04	Ashley		Deans	M	School Administrator	Administrateur d'école	N	N	194	0.48	Toronto	Ontario	Ontario	Natural Law Party	Parti de la loi naturelle
3600	ED35-091	05	Tony		Ianno	M	Small Businessperson	Personne d'affaires	Y	Y	18215	45.3	Toronto	Ontario	Ontario	Liberal	Libéral
3600	ED35-091	06	Sat	Singh	Khalsa	M	Parent	Parent	N	N	392	0.97	Toronto	Ontario	Ontario	Green Party	Parti Vert
3600	ED35-091	07	Danielle	Wai	Mascall	F	Student	Étudiante	N	N	2793	6.95	Toronto	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-091	08	Roberto		Verdecchia	M	Researcher	Recherchiste	N	N	129	0.32	Toronto	Ontario	Ontario	Independent	Indépendant
3600	ED35-091	09	John	Roderick	Wilson	M	Unemployed	Sans emploi	N	N	159	0.4	Toronto	Ontario	Ontario	No Affiliation	Aucune appartenance
3600	ED35-091	10	Nolan		Young	M	Investigator	Enquêteur	N	N	1649	4.1	Toronto	Ontario	Ontario	Reform	Réforme
3600	ED35-092	01	Maurizio		Bevilacqua	M	Consultant	Consultant	Y	Y	33502	64.25	Gloucester	Ontario	Ontario	Liberal	Libéral
3600	ED35-092	02	Lara		Coombs	F	Entrepreneur	Entrepreneure	N	N	8591	16.48	Woodbridge	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-092	03	Maralyn		Hazelgrove	F	Manager	Gestionnaire	N	N	7273	13.95	Creemore	Ontario	Ontario	Reform	Réforme
3600	ED35-092	04	Andrew		James	M	Consultant	Consultant	N	N	524	1	Aurora	Ontario	Ontario	No Affiliation	Aucune appartenance
3600	ED35-092	05	Robert		Navarretta	M	Staff Representative	Delégué du personnel	N	N	2250	4.32	Woodbridge	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-093	01	Lorne	Edward	Chester	M	Solicitor	Avocat	N	N	14283	26.71	Lindsay	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-093	02	Rick		Denyer	M	Truck Driver	Camionneur	N	N	3456	6.46	Lindsay	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-093	03	Pat		Dunn	M	Police Officer	Policier	N	N	17024	31.84	Lindsay	Ontario	Ontario	Reform	Réforme
3600	ED35-093	04	Charles		Olito	M	Retired	Retraité	N	N	504	0.94	Woodville	Ontario	Ontario	Canadian Action	Action canadienne
3600	ED35-093	05	John		O'Reilly	M	Realtor	Agent immobilier	Y	Y	18205	34.05	Lindsay	Ontario	Ontario	Liberal	Libéral
3600	ED35-094	01	Mike		Cooper	M	Rubber Worker	Ouvrier en caoutchouc	N	N	3180	6.98	Kitchener	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-094	02	Mary		Dunlop	F	Reeve, Village of Elora	Préfet, Village d'Elora	N	N	8175	17.95	Elora	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-094	03	Jeff		Gerber	M	Teacher	Enseignant	N	N	14142	31.06	New Hamburg	Ontario	Ontario	Reform	Réforme
3600	ED35-094	04	Lynn		Myers	M	Teacher	Enseignant	Y	N	20038	44.01	New Hamburg	Ontario	Ontario	Liberal	Libéral
3600	ED35-095	01	Gerry		Aggus	M	Lawyer	Avocat	N	N	13481	28.67	Waterdown	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-095	02	Jessica		Brennan	F	Community Services Manager	Administratrice des services communautaires	N	N	3694	7.86	Dundas	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-095	03	John		Bryden	M	Journalist	Journaliste	Y	Y	19584	41.65	Lynden	Ontario	Ontario	Liberal	Libéral
3600	ED35-095	04	Allan		Lonn	M	Lawyer	Avocat	N	N	10267	21.83	Dundas	Ontario	Ontario	Reform	Réforme
3600	ED35-096	01	Karen		Dolan	F	Assembly Line Worker	Travailleuse à la chaine	N	N	3354	6.79	Whitby	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-096	02	Judi		Longfield	F	Town Councillor	Conseillère municipale	Y	N	23551	47.69	Whitby	Ontario	Ontario	Liberal	Libéral
3600	ED35-096	03	Robert	Charles	Radford	M	Retired	Retraité	N	N	394	0.8	Claremont	Ontario	Ontario	Canadian Action	Action canadienne
3600	ED35-096	04	Bill		Serjeantson	M	Professional Engineer	Ingénieur professionnel	N	N	11977	24.25	Ajax	Ontario	Ontario	Reform	Réforme
3600	ED35-096	05	Frank		Snyder	M	General Contracter-Owner	Entrepreneur général-Propriétaire	N	N	10107	20.47	Whitby	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-097	01	Peter		Cobbold	M	Retired	Retraité	N	N	6007	12.86	North York	Ontario	Ontario	Reform	Réforme
3600	ED35-097	02	Paul		Coulbeck	M	Publisher	Éditeur	N	N	266	0.57	Willowdale	Ontario	Ontario	Canadian Action	Action canadienne
3600	ED35-097	03	Norm		Gardner	M	Businessman	Homme d'affaires	N	N	10043	21.49	Thornhill	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-097	04	Don		Murray	M	Consultant	Consultant	N	N	268	0.57	Toronto	Ontario	Ontario	Natural Law Party	Parti de la loi naturelle
3600	ED35-097	05	Jim		Peterson	M	Lawyer	Avocat	Y	Y	27311	58.45	Toronto	Ontario	Ontario	Liberal	Libéral
3600	ED35-097	06	Mikael		Swayze	M	Instructor	Moniteur	N	N	2833	6.06	Toronto	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-098	01	Shaughnessy		Cohen	F			Y	Y	16496	39.89	Amherstburg	Ontario	Ontario	Liberal	Libéral
3600	ED35-098	02	Joe		Comartin	M	Lawyer	Avocat	N	N	14237	34.42	Windsor	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-098	03	Harold		Downs	M	Accountant	Comptable	N	N	5899	14.26	Tecumseh	Ontario	Ontario	Reform	Réforme
3600	ED35-098	04	Timothy		Dugdale	M	University Instructor	Instructeur d'université	N	N	357	0.86	Sarnia	Ontario	Ontario	Green Party	Parti Vert
3600	ED35-098	05	Bruck		Easton	M	Lawyer	Avocat	N	N	4253	10.28	Windsor	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-098	06	Dale		Woodyard	M	Professor	Professeur	N	N	115	0.28	Windsor	Ontario	Ontario	Marxist-Leninist	Marxiste-Léniniste
3600	ED35-099	01	Robert		Cruise	M	Factory Worker	Travailleur d'usine	N	N	199	0.5	Windsor	Ontario	Ontario	Marxist-Leninist	Marxiste-Léniniste
3600	ED35-099	02	Dan		Friesen	M	Consultant	Consultant	N	N	2452	6.19	Windsor	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-099	03	Herb		Gray	M	Lawyer	Avocat	Y	Y	21877	55.2	Windsor	Ontario	Ontario	Liberal	Libéral
3600	ED35-099	04	Tom		Milne	M	Auto Worker	Travailleur de l'automobile	N	N	9411	23.75	Windsor	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-099	05	Richard		Warman	M			N	N	398	1	Windsor	Ontario	Ontario	Green Party	Parti Vert
3600	ED35-099	06	Jeff		Watson	M	Director of Marketing	Directeur de marketing	N	N	5295	13.36	Windsor	Ontario	Ontario	Reform	Réforme
3600	ED35-100	01	Mark		Berardo	M	Marketing	Marketing	N	N	3618	9.36	Downsview	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-100	02	Anthony		Chol	M	Doctor of Law Student	Étudiant, doctorat en droit	N	N	2876	7.44	Toronto	Ontario	Ontario	Reform	Réforme
3600	ED35-100	03	Mike		Dubinsky	M	Computer Consultant	Consultant en informatique	N	N	242	0.63	North York	Ontario	Ontario	Natural Law Party	Parti de la loi naturelle
3600	ED35-100	04	Art		Eggleton	M	Accountant	Comptable	Y	Y	27864	72.06	North York	Ontario	Ontario	Liberal	Libéral
3600	ED35-100	05	Anthony		Figliano	M	Sales-Research	Recherche commerciale	N	N	3323	8.59	Toronto	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-100	06	Jozsef		Izsak	M	Communication Consultant	Consultant en communication	N	N	186	0.48	Downsview	Ontario	Ontario	Canadian Action	Action canadienne
3600	ED35-100	07	Diane		Johnston	F	Sales Representative	Représentante des ventes	N	N	168	0.43	Etobicoke	Ontario	Ontario	Marxist-Leninist	Marxiste-Léniniste
3600	ED35-100	08	Constantine		Kritsonis	M	Courier Proprietor	Propriétaire de service de messageries	N	N	389	1.01	North York	Ontario	Ontario	Green Party	Parti Vert
3600	ED35-101	01	John		Cole	M	Optometrist	Optométriste	N	N	11308	22.31	Newmarket	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-101	02	Laurie		Cooke	F	Administrator	Administratrice	N	N	1996	3.94	Pefferlaw	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-101	03	Ian		Knight	M	Sales and Marketing Consultant	Consultant en ventes et marketing	N	N	799	1.58	Holland Landing	Ontario	Ontario	C.H.P. of Canada	P.H.C. du Canada
3600	ED35-101	04	Karen		Kraft Sloan	F	Public Servant	Fonctionnaire	Y	Y	22942	45.25	Mount Albert	Ontario	Ontario	Liberal	Libéral
3600	ED35-101	05	Shauneen		Mackay	F	Credit Manager	Gérante de crédit	N	N	13245	26.13	Beeton	Ontario	Ontario	Reform	Réforme
3600	ED35-101	06	JeweEl		McKenzie	F	Homemaker	Maîtresse de maison	N	N	220	0.43	Queensville	Ontario	Ontario	Canadian Action	Action canadienne
3600	ED35-101	07	Mary		Wan	F	Secretary	Secrétaire	N	N	187	0.37	Newmarket	Ontario	Ontario	Natural Law Party	Parti de la loi naturelle
3600	ED35-102	01	Ginette		Boutet	F	Film Assembly	Assembleuse de films	N	N	112	0.29	Toronto	Ontario	Ontario	Marxist-Leninist	Marxiste-Léniniste
3600	ED35-102	02	Kathleen		Crone	F	Registered Nurse	Infirmière diplômée	N	N	2363	6.2	Weston	Ontario	Ontario	Reform	Réforme
3600	ED35-102	03	Odoardo		Di Santo	M	Administrator	Administrateur	N	N	3552	9.32	Toronto	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-102	04	Jan		Harnett	F	Entrepreneur	Entrepreneure	N	N	1925	5.05	York	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-102	05	Hassan		Husseini	M	Political Organizer	Organisateur politique	N	N	98	0.26	Toronto	Ontario	Ontario	No Affiliation	Aucune appartenance
3600	ED35-102	06	Shelly		Lipsey	M	Translator	Traductrice	N	N	171	0.45	Toronto	Ontario	Ontario	Green Party	Parti Vert
3600	ED35-102	07	John		Nunziata	M	Lawyer	Avocat	Y	Y	17163	45.03	Toronto	Ontario	Ontario	No Affiliation	Aucune appartenance
3600	ED35-102	08	Judy		Sgro	F	Metro Councillor	Conseillère métropolitaine	N	N	12732	33.4	North York	Ontario	Ontario	Liberal	Libéral
3600	ED35-103	01	Lombe		Chinkangala	M	Para-Legal Consultant	Consultant parajuridique	N	N	2853	9.88	North York	Ontario	Ontario	N.D.P.	N.P.D.
3600	ED35-103	02	Richard		Donovan	M	Investment Banker	Spécialiste des services de banque d'investissement	N	N	2165	7.5	North York	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED35-103	03	Ken		Freeman	M	Customer Service Manager	Gestionnaire-Services à la clientèle	N	N	2598	9	City of York	Ontario	Ontario	Reform	Réforme
3600	ED35-103	04	Sergio		Marchi	M	Politician	Politicien	Y	Y	21254	73.62	North York	Ontario	Ontario	Liberal	Libéral
3600	ED46-001	01	Ed		Agnew	M	Dentist	Dentiste	N	N	11883	32	Brandon	Manitoba	Manitoba	Reform	Réforme
3600	ED46-001	02	Colin	George	Atkins	M	Retired	Retraité	N	N	229	0.62	Souris	Manitoba	Manitoba	C.H.P. of Canada	P.H.C. du Canada
3600	ED46-001	03	Geoff	Gorf	Borden	M	Student	Étudiant	N	N	244	0.66	Brandon	Manitoba	Manitoba	No Affiliation	Aucune appartenance
3600	ED46-001	04	Rick		Borotsik	M	Mayor, City of Brandon	Maire, Ville de Brandon	Y	N	13216	35.59	Brandon	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-001	05	Jennifer		Howard	F	Administrative Coordinator	Coordonnatrice administrative	N	N	4983	13.42	Brandon	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-001	06	Glen		McKinnon	M	Parliamentarian	Parlementaire	N	Y	6583	17.73	Virden	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-002	01	Rupert		Forde	M	Educator	Éducateur	N	N	3923	10.58	Steinbach	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-002	02	John		Harvard	M	Parliamentarian	Parlementaire	Y	Y	15925	42.97	Winnipeg	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-002	03	Felix		Holtmann	M	Self-employed	Travailleur autonome	N	N	8664	23.38	Starbuck	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-002	04	Cyril		McFate	M	Retired	Retraité	N	N	8398	22.66	Winnipeg	Manitoba	Manitoba	Reform	Réforme
3600	ED46-002	05	Mary		Stanley	F	Teacher	Enseignante	N	N	154	0.42	Winnipeg	Manitoba	Manitoba	Marxist-Leninist	Marxiste-Léniniste
3600	ED46-003	01	Bev		Desjarlais	F	Ward Clerk	Secrétaire-réceptionniste	Y	Y	9616	41.17	Thompson	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-003	02	Elijah		Harper	M	Parliamentarian	Parlementaire	N	N	6852	29.33	Red Sucker Lake	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-003	03	Don		Knight	M	Lawyer	Avocat	N	N	2452	10.5	The Pas	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-003	04	Corky		Peterson	M	Lodge Owner-Operator and Trapper	Propriétaire et exploitant d'un centre de villégiature-Trappeur	N	N	4438	19	The Pas	Manitoba	Manitoba	Reform	Réforme
3600	ED46-004	01	Lorne		Boguski	M	Retired Educator	Éducateur retraité	N	N	7716	21.62	Roblin	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-004	02	Marlene		Cowling	F	Farmer	Fermière	N	Y	7408	20.75	Grandview	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-004	03	Betty		Findlay	F	Engineering Aide	Adjointe au génie	N	N	7575	21.22	Minnedosa	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-004	04	Inky		Mark	M	Teacher	Enseignant	Y	N	12668	35.49	Dauphin	Manitoba	Manitoba	Reform	Réforme
3600	ED46-004	05	Tony		Riley	M	Farmer	Fermier	N	N	326	0.91	Strathclair	Manitoba	Manitoba	Independent	Indépendant
3600	ED46-005	01	Martin		Dewit	M	Construction Contractor	Entrepreneur en construction	N	N	517	1.54	Carman	Manitoba	Manitoba	C.H.P. of Canada	P.H.C. du Canada
3600	ED46-005	02	Glen		Hallick	M	Municipal Employee	Fonctionnaire municipal	N	N	2420	7.2	Starbuck	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-005	03	Jake	E.	Hoeppner	M	Retired Farmer	Fermier retraité	Y	Y	13532	40.25	Morden	Manitoba	Manitoba	Reform	Réforme
3600	ED46-005	04	Roy		Lyall	M	Agriculturist	Agronome	N	N	159	0.47	Edwin	Manitoba	Manitoba	Canadian Action	Action canadienne
3600	ED46-005	05	Heather		Mack	F	Restaurant Supervisor	Superviseure de restaurant	N	N	4913	14.61	Portage La Prairie	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-005	06	Brian	W.	Pallister	M	Retired Public Servant	Fonctionnaire retraité	N	N	12083	35.94	Portage La Prairie	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-006	01	Clare		Braun	M	Businessman	Homme d'affaires	N	N	5955	16.32	Nivertville	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-006	02	David		Iftody	M	Parliamentarian	Parlementaire	Y	Y	14595	40	Lac du Bonnet	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-006	03	Larry		Tardiff	M	Realtor	Agent immobilier	N	N	12798	35.08	St. Adolphe	Manitoba	Manitoba	Reform	Réforme
3600	ED46-006	04	Martha		Wiebe Owen	F	Housewife-Activist	Maîtresse de maison-Activiste	N	N	3137	8.6	Pinawa	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-007	01	Peter		Carney	M	Teacher	Enseignant	N	N	6663	18.01	Winnipeg	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-007	02	Jennifer		Clark	F	Student	Étudiante	N	N	4555	12.31	Winnipeg	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-007	03	Ronald	J.	Duhamel	M	Educator	Éducateur	Y	Y	18948	51.22	Winnipeg	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-007	04	Rubin		Kantorovich	M			N	N	171	0.46	Winnipeg	Manitoba	Manitoba	Marxist-Leninist	Marxiste-Léniniste
3600	ED46-007	05	Denis		Simard	M	Diesel Mechanic	Mécanicien de moteurs diesel	N	N	6658	18	Stonewall	Manitoba	Manitoba	Reform	Réforme
3600	ED46-008	01	Jon		Gerrard	M	Physician	Médecin	N	Y	10871	28.13	Stonewall	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-008	02	Howard		Hilstrom	M	Rancher	Exploitant de ranch	Y	N	10937	28.3	Inwood	Manitoba	Manitoba	Reform	Réforme
3600	ED46-008	03	Paul		Kalyniuk	M	Winnipeg Transit Bus Operator	Conducteur d'autobus de Winnipeg Transit	N	N	363	0.94	Selkirk	Manitoba	Manitoba	C.H.P. of Canada	P.H.C. du Canada
3600	ED46-008	04	Reid		Kelner	M	Hotelier	Hôtelier	N	N	5730	14.83	Winnipeg Beach	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-008	05	Kathleen		McCallum	F	Researcher	Recherchiste	N	N	10749	27.81	Selkirk	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-009	01	Elizabeth		Innes	F	Pharmacist	Pharmacienne	N	N	169	0.62	Winnipeg	Manitoba	Manitoba	Natural Law Party	Parti de la loi naturelle
3600	ED46-009	02	Marni		Larkin	F	Assistant to Minister of Environment	Adjointe au Ministre de l'environnement	N	N	1742	6.41	Winnipeg	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-009	03	Judy		Opitz Silver	F	Human Resources Professional	Spécialiste en ressources humaines	N	N	7801	28.7	Winnipeg	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-009	04	Sharon		Segal	F	Researcher-Editor	Recherchiste-Rédactrice	N	N	128	0.47	Winnipeg	Manitoba	Manitoba	Marxist-Leninist	Marxiste-Léniniste
3600	ED46-009	05	Judy		Wasylycia-Leis	F			Y	N	13663	50.27	Winnipeg	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-009	06	Mike		Wiens	M	Self-employed	Travailleur autonome	N	N	3678	13.53	Winnipeg	Manitoba	Manitoba	Reform	Réforme
3600	ED46-010	01	Campbell		Alexander	M	Consultant	Consultant	N	N	2442	9.1	Winnipeg	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-010	02	Greg		Krawchuk	M	Grocer	Grossiste	N	N	148	0.55	Winnipeg	Manitoba	Manitoba	Independent	Indépendant
3600	ED46-010	03	Pat		Martin	M	Union Representative	Représentant syndical	Y	N	10979	40.89	Winnipeg	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-010	04	Glenn		Michalchuk	M	Union Representative	Représentant syndical	N	N	136	0.51	Winnipeg	Manitoba	Manitoba	Marxist-Leninist	Marxiste-Léniniste
3600	ED46-010	05	Darrell		Rankin	M	Organizer	Organisateur	N	N	108	0.4	Winnipeg	Manitoba	Manitoba	Independent	Indépendant
3600	ED46-010	06	Reginald	A.	Smith	M	Retired	Retraité	N	N	3095	11.53	Winnipeg	Manitoba	Manitoba	Reform	Réforme
3600	ED46-010	07	David		Walker	M	Parliamentarian	Parlementaire	N	Y	9895	36.86	Winnipeg	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-010	08	Didz		Zuzens	M	Retired	Retraité	N	N	44	0.16	Winnipeg	Manitoba	Manitoba	Independent	Indépendant
3600	ED46-011	01	Reg		Alcock	M	Parliamentarian	Parlementaire	Y	Y	18800	49.57	Winnipeg	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-011	02	Larry		Decter	M	Marketing	Marketing	N	N	153	0.4	Winnipeg	Manitoba	Manitoba	Natural Law Party	Parti de la loi naturelle
3600	ED46-011	03	Bill		Mackness	M	Corporate Director	Directeur d'entreprise	N	N	6547	17.26	Winnipeg	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-011	04	M.	Rhino	Olito	M	Artist	Artiste	N	N	191	0.5	St. Norbert	Manitoba	Manitoba	Independent	Indépendant
3600	ED46-011	05	Iris		Taylor	F	Marketing Representative	Agente de marketing	N	N	4629	12.21	Winnipeg	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-011	06	Greg		Yost	M	Lawyer	Avocat	N	N	7510	19.8	Winnipeg	Manitoba	Manitoba	Reform	Réforme
3600	ED46-011	07	Diane		Zack	F	Teacher	Enseignante	N	N	94	0.25	Winnipeg	Manitoba	Manitoba	Marxist-Leninist	Marxiste-Léniniste
3600	ED46-012	01	Lloyd		Axworthy	M	Politician	Politicien	Y	Y	20006	55.89	Winnipeg	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-012	02	Jim		Blomquist	M	Operations-Sales	Opérations-Vente	N	N	202	0.56	Winnipeg	Manitoba	Manitoba	Independent	Indépendant
3600	ED46-012	03	Ron		Decter	M	Land Development	Aménagements du terrain	N	N	224	0.63	Winnipeg	Manitoba	Manitoba	Natural Law Party	Parti de la loi naturelle
3600	ED46-012	04	Gary		Hollingshead	M	Computer Programmer	Programmeur	N	N	4457	12.45	Winnipeg	Manitoba	Manitoba	Reform	Réforme
3600	ED46-012	05	Sara		Malabar	F	Student	Étudiante	N	N	5717	15.97	Winnipeg	Manitoba	Manitoba	N.D.P.	N.P.D.
3600	ED46-012	06	Karen		Naylor	F	Union Representative	Représentante syndicale	N	N	180	0.5	Winnipeg	Manitoba	Manitoba	Marxist-Leninist	Marxiste-Léniniste
3600	ED46-012	07	Andrea		Rolstone	F	Student	Étudiante	N	N	5011	14	Winnipeg	Manitoba	Manitoba	Progressive Conservative	Progressiste-Conservateur
3600	ED46-013	01	Terry		Lewis	M	Education Consultant	Consultant en éducation	N	N	7108	19.7	Winnipeg	Manitoba	Manitoba	Reform	Réforme
3600	ED46-013	02	Rey	D.	Pagtakhan	M	Parliamentarian	Parlementaire	Y	Y	13524	37.48	Winnipeg	Manitoba	Manitoba	Liberal	Libéral
3600	ED46-013	03	David		Reimer	M	Pastor	Pasteur	N	N	442	1.22	Steinbach	Manitoba	Manitoba	C.H.P. of Canada	P.H.C. du Canada
