event_number	ed_code	ballot_sequence_number	candidate_first_name	candidate_middle_name	candidate_last_name	candidate_gender_code	candidate_occupation_english	candidate_occupation_french	elected_indicator	incumbent_indicator	candidate_vote	candidate_vote_percentage	candidate_residence	candidate_province_english	candidate_province_french	candidate_party_english_name	candidate_party_french_name
3600	ED10-001	01	Randy		Dawe	M	Businessperson	Personne d'affaires	N	N	10332	28.17	Clarke's Beach	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3600	ED10-001	02	Fraser		March	M	Labour Relations Consultant	Consultant en relations de travail	N	N	12359	33.7	Blaketown	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3600	ED10-001	03	Fred	J.	Mifflin	M	Politician	Politicien	Y	Y	12929	35.25	Ottawa	Ontario	Ontario	Liberal	Libéral
3600	ED10-001	04	L.	Christopher	Randell	M	Medical Doctor	Médecin	N	N	1054	2.87	Bonavista	Newfoundland	Terre-Neuve	No Affiliation	Aucune appartenance
3600	ED10-002	01	Bill		Matthews	M	Teacher	Enseignant	Y	N	13884	45.7	Mount Pearl	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3600	ED10-002	02	Roger		Simmons	M	Educator	Éducateur	N	Y	11715	38.56	Nepean	Ontario	Ontario	Liberal	Libéral
3600	ED10-002	03	David	A.	Sullivan	M	Teacher	Enseignant	N	N	4784	15.75	Torbay	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3600	ED10-003	01	George		Baker	M	Politician	Politicien	Y	Y	13409	52.21	Gander	Newfoundland	Terre-Neuve	Liberal	Libéral
3600	ED10-003	02	Todd		Barker	M	Student	Étudiant	N	N	8652	33.69	Grand Falls-Windsor	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3600	ED10-003	03	Mary		Shortall	F	Customer Sales Agent	Représentante des ventes	N	N	3620	14.1	St. John's	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3600	ED10-004	01	Art		Bull	M	Retired	Retraité	N	N	11825	39.06	Corner Brook	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3600	ED10-004	02	Gerry		Byrne	M	Politician	Politicien	Y	Y	12057	39.83	Corner Brook	Newfoundland	Terre-Neuve	Liberal	Libéral
3600	ED10-004	03	Joan		Scott	F	University Teacher	Professeure d'université	N	N	4421	14.6	St. John's	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3600	ED10-004	04	Randy		Wells	M	Self-employed	Travailleur autonome	N	N	1969	6.5	Corner Brook	Newfoundland	Terre-Neuve	Reform	Réforme
3600	ED10-005	01	Randy		Collins	M	U.S.W.A. Representative	Représentant syndical U.S.W.A.	N	N	4615	37.79	Labrador City	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3600	ED10-005	02	Stephane		Girardin	M	Business Owner	Propriétaire d'entreprise	N	N	573	4.69	Mount Pearl	Newfoundland	Terre-Neuve	Reform	Réforme
3600	ED10-005	03	Lawrence	David	O'Brien	M	Politician	Politicien	Y	Y	6182	50.62	Happy Valley-Goose Bay	Newfoundland	Terre-Neuve	Liberal	Libéral
3600	ED10-005	04	Mike		Patton	M	Assistant to PC Party Leader	Adjoint au chef du P.-C.	N	N	842	6.89	Nepean	Ontario	Ontario	Progressive Conservative	Progressiste-Conservateur
3600	ED10-006	01	Norman	E.	Doyle	M	Retired	Retraité	Y	N	17286	38.98	St. John's	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3600	ED10-006	02	Bonnie		Hickey	F	Politician	Politicienne	N	Y	12048	27.17	Chamberlains	Newfoundland	Terre-Neuve	Liberal	Libéral
3600	ED10-006	03	Michael	T.	Rayment	M	Computer System Manager	Gestionnaire de systèmes informatiques	N	N	191	0.43	St. John's	Newfoundland	Terre-Neuve	Natural Law Party	Parti de la loi naturelle
3600	ED10-006	04	David		Tulett	M	Associate Professor	Professeur adjoint	N	N	1977	4.46	St. John's	Newfoundland	Terre-Neuve	Reform	Réforme
3600	ED10-006	05	Ted		Warren	M	Journalist	Journaliste	N	N	12460	28.09	St. John's	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3600	ED10-006	06	Jonathan	C.	Whalen	M	Writer-Musician	Écrivain-Musicien	N	N	388	0.87	St. John's	Newfoundland	Terre-Neuve	Green Party	Parti Vert
3600	ED10-007	01	Rex		Gibbons	M	Geologist (P.Geo.)	Géologue	N	N	16317	37.08	St. John's	Newfoundland	Terre-Neuve	Liberal	Libéral
3600	ED10-007	02	Lee		Ingram	M	Food Service Worker	Travailleur en services alimentaires	N	N	6866	15.6	St. John's	Newfoundland	Terre-Neuve	N.D.P.	N.P.D.
3600	ED10-007	03	Charlie		Power	M	Self-employed	Travailleur autonome	Y	N	19393	44.07	St. John's	Newfoundland	Terre-Neuve	Progressive Conservative	Progressiste-Conservateur
3600	ED10-007	04	Michael		Rendell	M	Systems Programmer	Programmeur de systèmes	N	N	319	0.72	St. John's	Newfoundland	Terre-Neuve	Natural Law Party	Parti de la loi naturelle
3600	ED10-007	05	Harold	Silas	Ruby	M	Salesman	Vendeur	N	N	1113	2.53	Goulds	Newfoundland	Terre-Neuve	Reform	Réforme
3600	ED11-001	01	Larry		Duchesne	M	Teacher	Enseignant	N	N	1761	10.5	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	N.D.P.	N.P.D.
3600	ED11-001	02	Dan		Hughes	M	Businessman	Homme d'affaires	N	N	7456	44.46	Montague	Prince Edward Island	Île-du-Prince-Édouard	Progressive Conservative	Progressiste-Conservateur
3600	ED11-001	03	Lawrence		MacAulay	M	Farmer	Fermier	Y	Y	7555	45.05	St. Peters Bay	Prince Edward Island	Île-du-Prince-Édouard	Liberal	Libéral
3600	ED11-002	01	John	J.	MacDonald	M	Farmer	Fermier	N	N	7754	44.18	St. Nicholas	Prince Edward Island	Île-du-Prince-Édouard	Progressive Conservative	Progressiste-Conservateur
3600	ED11-002	02	Joe		McGuire	M	Member of Parliament	Député	Y	Y	8498	48.42	Tyne Valley	Prince Edward Island	Île-du-Prince-Édouard	Liberal	Libéral
3600	ED11-002	03	Adelard		Pitre	M	Retired Instructor	Instructeur retraité	N	N	1300	7.41	Richmond	Prince Edward Island	Île-du-Prince-Édouard	N.D.P.	N.P.D.
3600	ED11-003	01	Dolores		Crane	F	Lawyer	Avocate	N	N	5751	30.8	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	N.D.P.	N.P.D.
3600	ED11-003	02	Blaine		Jensen	M	Educational Administrator	Administrateur de l'enseignement	N	N	476	2.55	Cornwall	Prince Edward Island	Île-du-Prince-Édouard	Reform	Réforme
3600	ED11-003	03	Baird		Judson	M	Professor	Professeur	N	N	145	0.78	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	C.H.P. of Canada	P.H.C. du Canada
3600	ED11-003	04	Paula		Price	F	Artist	Artiste	N	N	74	0.4	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	Natural Law Party	Parti de la loi naturelle
3600	ED11-003	05	George		Proud	M	Property Supervisor	Surveillant des biens	Y	Y	7630	40.87	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	Liberal	Libéral
3600	ED11-003	06	Mitchell	G.	Tweel	M	Self-employed	Travailleur autonome	N	N	4594	24.61	Charlottetown	Prince Edward Island	Île-du-Prince-Édouard	Progressive Conservative	Progressiste-Conservateur
3600	ED11-004	01	Wayne		Easter	M	Farmer	Fermier	Y	Y	7912	45.09	North Wiltshire	Prince Edward Island	Île-du-Prince-Édouard	Liberal	Libéral
3600	ED11-004	02	Jimmie		Gorman	M	Businessman	Homme d'affaires	N	N	7194	40.99	Bonshaw	Prince Edward Island	Île-du-Prince-Édouard	Progressive Conservative	Progressiste-Conservateur
3600	ED11-004	03	Stephen		Livingstone	M	Auto Body Repair, Farm	Réparation de carrosseries, ferme	N	N	580	3.31	Bonshaw	Prince Edward Island	Île-du-Prince-Édouard	Reform	Réforme
3600	ED11-004	04	Andrew		Wells	M	Retired	Retraité	N	N	1863	10.62	Hunter River	Prince Edward Island	Île-du-Prince-Édouard	N.D.P.	N.P.D.
3600	ED12-001	01	Frank		Crowdis	M	Forest Management	Aménagement forestier	N	N	8620	20.26	Margaree Valley	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-001	02	David		Dingwall	M	Lawyer	Avocat	N	Y	16358	38.44	Sydney	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-001	03	Michelle		Dockrill	F	Front-Line Health Care Worker	Préposée de première ligne aux soins	Y	N	17575	41.3	Sydney	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-002	01	Dianne		Brushett	F	Businesswoman	Femme d'affaires	N	Y	11002	25.79	Truro	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-002	02	Bill		Casey	M	Stockbroker	Courtier en valeurs mobilières	Y	N	18610	43.63	Amherst	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-002	03	Phyllis		Hall	F	Secretary	Secrétaire	N	N	193	0.45	Halifax	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-002	04	Ray		Merriam	M	Businessman-Truck Driver	Homme d'affaires-Camionneur	N	N	826	1.94	Truro	Nova Scotia	Nouvelle-Écosse	Independent	Indépendant
3600	ED12-002	05	Bob		Peterson	M	Retired	Retraité	N	N	5970	13.99	Truro	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-002	06	Peter		Stewart	M	Retired	Retraité	N	N	6058	14.2	Truro	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-003	01	John	Millar	Cody	M	Retired Military	Militaire retraité	N	N	4446	11.75	Dartmouth	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-003	02	Wendy		Lill	F	Writer	Écrivaine	Y	N	12326	32.57	Dartmouth	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-003	03	Rob		McCleave	M	Barrister and Solicitor	Avocat	N	N	10183	26.91	Dartmouth	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-003	04	Michael		Savage	M	General Manager	Directeur général	N	N	10298	27.21	Dartmouth	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-003	05	Claude		Viau	M	Teacher	Enseignant	N	N	156	0.41	Halifax	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-003	06	Cliff		Williams	M	Businessman	Homme d'affaires	N	N	438	1.16	Dartmouth	Nova Scotia	Nouvelle-Écosse	Independent	Indépendant
3600	ED12-004	01	Gilles		Bigras	M	Teacher	Enseignant	N	N	197	0.44	Halifax	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-004	02	Mary		Clancy	F	Community Activist	Activiste communautaire	N	Y	9638	21.64	Halifax	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-004	03	Terry		Donahoe	M	Politician	Politicien	N	N	10361	23.26	Halifax	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-004	04	Steve		Greene	M	Businessman	Homme d'affaires	N	N	2422	5.44	Halifax	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-004	05	Alexa		McDonough	F	Social Worker-Politician	Travailleuse sociale-Politicienne	Y	N	21837	49.02	Halifax	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-004	06	Tony		Seed	M	Journalist-Designer	Journaliste-Designer	N	N	89	0.2	Halifax	Nova Scotia	Nouvelle-Écosse	Marxist-Leninist	Marxiste-Léniniste
3600	ED12-005	01	Gordon		Earle	M	Retired Senior Public Servant	Fonctionnaire cadre retraité	Y	N	16013	34.63	Upper Tantallon	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-005	02	Heather		Foley	F	Businesswoman	Femme d'affaires	N	N	10848	23.46	Halifax	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-005	03	Stephen		Oickle	M	Businessman	Homme d'affaires	N	N	4843	10.47	Bedford	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-005	04	Geoff		Regan	M	Lawyer	Avocat	N	Y	14284	30.89	Bedford	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-005	05	John		Runkle	M	Teacher	Enseignant	N	N	179	0.39	Halifax	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-005	06	Gary		Zatzman	M	Computer Programmer-Analyst	Programmeur-analyste	N	N	70	0.15	Halifax	Nova Scotia	Nouvelle-Écosse	Marxist-Leninist	Marxiste-Léniniste
3600	ED12-006	01	Scott		Brison	M	Businessperson	Personne d'affaires	Y	N	17401	36.27	Cheverie	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-006	02	Philip	A.	Brown	M	Waste Reduction Coordinator	Coordonnateur de la réduction des déchets	N	N	9101	18.97	Lower Selma	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-006	03	Graham	Jake	MacDonald	M	Retired	Retraité	N	N	251	0.52	Wolfville	Nova Scotia	Nouvelle-Écosse	No Affiliation	Aucune appartenance
3600	ED12-006	04	James		McLelland	M	Professor	Professeur	N	N	278	0.58	Grand Pré	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-006	05	John		Murphy	M	Administrator of Health Services	Administrateur des services de santé	N	Y	14515	30.26	Canning	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-006	06	Lloyd		Schmidt	M	Manufacturers Agent	Agent manufacturier	N	N	6424	13.39	Kentville	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-007	01	Francis		LeBlanc	M	Economist	Économiste	N	Y	12851	29.9	Antigonish	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-007	02	Charlene		Long	F	Registered Nurse	Infirmière diplômée	N	N	8284	19.28	Antigonish	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-007	03	Peter	G.	MacKay	M	Barrister and Solicitor	Avocat	Y	N	18196	42.34	New Glasgow	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-007	04	Richard		Robertson	M	Teacher	Enseignant	N	N	228	0.53	Halifax	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-007	05	Henry		Van Berkel	M	Retired Teacher	Enseignant retraité	N	N	3416	7.95	Antigonish	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-008	01	Rob		Cuthbert	M	Retired	Retraité	N	N	5155	12.59	Head of Jeddore	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-008	02	Bernard	Wayne	Gormley	M	Teacher	Enseignant	N	N	211	0.52	Halifax	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-008	03	Beverley		Peters	F	Insurance Broker	Courtière d'assurances	N	N	10750	26.26	Wellington	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-008	04	Peter		Stoffer	M	Customer Service Lead Agent	Agent principal-Service à la clientèle	Y	N	12433	30.37	Windsor Junction	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-008	05	Ken		Streatch	M	Farmer-Marketing Consultant	Fermier-Consultant en marketing	N	N	12392	30.27	Halifax	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-009	01	Terry	June	Harnish	F	Proprietor	Propriétaire	N	N	298	0.76	Hubbards	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-009	02	Gerald		Keddy	M	Farmer	Fermier	Y	N	14136	36	New Ross	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-009	03	Anne		Matthiasson	F	Retired	Retraitée	N	N	5302	13.5	Mahone Bay	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-009	04	Blantford	Willie	Nickerson	M	Fisherman	Pêcheur	N	N	8137	20.72	Port Joli	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-009	05	Derek		Wells	M	Lawyer	Avocat	N	Y	11397	29.02	Chester	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-010	01	Cecil		Clarke	M	Consultant	Consultant	N	N	9920	22.57	Sydney	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-010	02	Vince		MacLean	M	Businessman	Homme d'affaires	N	N	11569	26.33	Sydney	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED12-010	03	Peter		Mancini	M	Lawyer	Avocat	Y	N	22455	51.1	Sydney	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-011	01	Betty	L.	Cox	F	Music Teacher	Professeure de musique	N	N	7229	18.81	Yarmouth	Nova Scotia	Nouvelle-Écosse	Reform	Réforme
3600	ED12-011	02	Neeraj		Lakhanpal	M	Student	Étudiant	N	N	275	0.72	Halifax	Nova Scotia	Nouvelle-Écosse	Natural Law Party	Parti de la loi naturelle
3600	ED12-011	03	Mark		Muise	M	Life UnderWriter	Assureur-vie	Y	N	13187	34.31	Yarmouth	Nova Scotia	Nouvelle-Écosse	Progressive Conservative	Progressiste-Conservateur
3600	ED12-011	04	Brian	D.	Noble	M	Teacher	Enseignant	N	N	7862	20.46	Yarmouth	Nova Scotia	Nouvelle-Écosse	N.D.P.	N.P.D.
3600	ED12-011	05	Harry		Verran	M	Parliamentarian	Parlementaire	N	Y	9877	25.7	Middleton	Nova Scotia	Nouvelle-Écosse	Liberal	Libéral
3600	ED13-001	01	Yvon		Godin	M	Steelworkers' Representative	Représentant des métallos	Y	N	21113	40.53	Bathurst	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-001	02	Norma		Landry	F	Businesswoman	Femme d'affaires	N	N	12560	24.11	Shippagan	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-001	03	Doug		Young	M	Lawyer	Avocat	N	Y	18421	35.36	Beresford	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-002	01	Raymond		Braun	M	Medical Doctor	Médecin	N	N	4833	10.18	Hillsborough	New Brunswick	Nouveau-Brunswick	Reform	Réforme
3600	ED13-002	02	Ian		Hamilton	M	Vocational Educator	Éducateur en orientation professionnelle	N	N	7592	16	Memramcook	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-002	03	Dominic		LeBlanc	M	Lawyer-Notary	Avocat-Notaire	N	N	16529	34.83	Grande-Digue	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-002	04	Angela		Vautour	F			Y	N	18504	38.99	Bouctouche	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-003	01	Eric	N.	Banks	M	School Bus Driver	Conducteur d'autobus scolaire	N	N	6814	21.07	St. George	New Brunswick	Nouveau-Brunswick	Reform	Réforme
3600	ED13-003	02	Harold		Culbert	M	Parliamentarian	Parlementaire	N	Y	8309	25.7	St. Stephen	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-003	03	Thomas		Mitchell	M	Retired	Retraité	N	N	280	0.87	Saint John	New Brunswick	Nouveau-Brunswick	Natural Law Party	Parti de la loi naturelle
3600	ED13-003	04	Rob		Rainer	M	Project Manager	Gestionnaire de projet	N	N	2397	7.41	St. Andrews	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-003	05	Greg		Thompson	M	Businessman	Homme d'affaires	Y	N	14533	44.95	St. Andrews	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-004	01	Cleveland	J.	Allaby	M	Lawyer	Avocat	N	N	10835	30.17	Fredericton	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-004	02	Jeanne		Geldart	F	Teacher, transcendental meditation	Enseignante de méditation transcendentale	N	N	321	0.89	Fredericton	New Brunswick	Nouveau-Brunswick	Natural Law Party	Parti de la loi naturelle
3600	ED13-004	03	Patricia		Hughes	F	Law Professor	Professeure en droit	N	N	4689	13.06	Fredericton	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-004	04	Mark		McCready	M	Correctional Officer	Agent des services correctionnels	N	N	7815	21.76	Fredericton	New Brunswick	Nouveau-Brunswick	Reform	Réforme
3600	ED13-004	05	Andy		Scott	M	Public Servant	Fonctionnaire	Y	Y	12252	34.12	Fredericton	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-005	01	Roger		Brown	M	Teacher-Vice Principal	Enseignant-Directeur adjoint	N	N	9229	22.93	Hampton	New Brunswick	Nouveau-Brunswick	Reform	Réforme
3600	ED13-005	02	John		Herron	M	Sales Manager	Directeur des ventes	Y	N	16715	41.52	Bloomfield	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-005	03	Janice	Sharon	MacMillan	F	Consultant	Consultante	N	N	329	0.82	Saint John	New Brunswick	Nouveau-Brunswick	Natural Law Party	Parti de la loi naturelle
3600	ED13-005	04	Larry		Washburn	M	Industrial Mechanic	Mécanicien d'entretien d'usine	N	N	3790	9.41	Wirral	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-005	05	Paul		Zed	M	Lawyer	Avocat	N	Y	10192	25.32	Rothesay	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-006	01	Guy	H.	Arseneault	M	School Teacher	Professeur d'école	N	Y	14957	36.98	Dalhousie	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-006	02	André		Carrier	M	Firefighter	Pompier	N	N	4211	10.41	Dalhousie	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-006	03	Jean		Dubé	M	Company Head	Chef d'entreprise	Y	N	20343	50.3	Campbellton	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-006	04	Laurent		Maltais	M	Educator	Éducateur	N	N	933	2.31	Campbellton	New Brunswick	Nouveau-Brunswick	Natural Law Party	Parti de la loi naturelle
3600	ED13-007	01	Paul	D.	Doyle	M	Paper Machine Operator	Opérateur de machine à papier	N	N	4668	13.56	Miramichi	New Brunswick	Nouveau-Brunswick	Reform	Réforme
3600	ED13-007	02	Fernand		Gibbs	M	Retired Lawyer-Deputy Judge	Avocat-Juge adjoint retraité	N	N	10570	30.7	Baie-Sainte-Anne	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-007	03	Allan		Goodfellow	M	Millworker	Menuisier de préfabrication	N	N	5263	15.29	Derby	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-007	04	Charles		Hubbard	M	School Principal	Directeur d'école	Y	Y	13924	40.45	Red Bank	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-008	01	Tom		Barron	M	Staff Representative	Délegué du personnel	N	N	7510	16.05	Stillesville	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-008	02	Claudette		Bradshaw	F	Executive Director	Directrice générale	Y	N	20860	44.57	Moncton	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-008	03	Linda		Eaton	F	Businesswoman	Femme d'affaires	N	N	11931	25.49	Riverview	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-008	04	John	R.	Hogan	M	Retailer	Détaillant	N	N	424	0.91	Moncton	New Brunswick	Nouveau-Brunswick	Natural Law Party	Parti de la loi naturelle
3600	ED13-008	05	Brent	Douglas	Steeves	M	Sales Manager	Directeur des ventes	N	N	6073	12.98	Riverview	New Brunswick	Nouveau-Brunswick	Reform	Réforme
3600	ED13-009	01	Diana		Alexander	F	President	Présidente	N	N	5612	15.94	Saint John	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-009	02	Christopher	B.	Collrin	M	Teacher-Trainer	Enseignant-formateur	N	N	232	0.66	Saint John	New Brunswick	Nouveau-Brunswick	Natural Law Party	Parti de la loi naturelle
3600	ED13-009	03	Larry		Hanley	M	Industrial Relations Consultant	Consultant en relations industrielles	N	N	3679	10.45	Saint John	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-009	04	George		Richardson	M	High School Chemistry Teacher	Enseignant de chimie-école secondaire	N	N	3467	9.84	Saint John	New Brunswick	Nouveau-Brunswick	Reform	Réforme
3600	ED13-009	05	Elsie	E.	Wayne	F	Legal Secretary	Secrétaire juridique	Y	Y	22227	63.11	Saint John	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-010	01	Gilles		Bernier	M	Businessman	Homme d'affaires	Y	N	12125	35.9	Arthurette	New Brunswick	Nouveau-Brunswick	Progressive Conservative	Progressiste-Conservateur
3600	ED13-010	02	Leslie	Ann	Ferguson	F	Graphic Artist	Graphiste	N	N	2093	6.2	Woodstock	New Brunswick	Nouveau-Brunswick	N.D.P.	N.P.D.
3600	ED13-010	03	Pierrette		Ringuette-Maltais	F	Politician	Politicienne	N	Y	10190	30.17	Perth-Andover	New Brunswick	Nouveau-Brunswick	Liberal	Libéral
3600	ED13-010	04	Ivan	A.	Shaw	M	Teacher	Enseignant	N	N	9371	27.74	Hartland	New Brunswick	Nouveau-Brunswick	Reform	Réforme
3600	ED24-001	01	Armand		Caouette	M	Representative	Représentant	N	N	6531	17	Val-Senneville	Quebec	Québec	Progressive Conservative	Progressiste-Conservateur
3600	ED24-001	02	Jeannot		Couture	M	Businessman	Homme d'affaires	N	N	14168	36.89	Malartic	Quebec	Québec	Bloc Québécois	Bloc Québécois
3600	ED24-001	03	Claudette		Paquin	F	Waitress	Serveuse	N	N	909	2.37	Montréal	Quebec	Québec	N.D.P.	N.P.D.
3600	ED24-001	04	Guy		St-Julien	M	Director, Human Resources	Directeur, Ressources humaines	Y	N	16803	43.75	Val d'Or	Quebec	Québec	Liberal	Libéral
3600	ED24-002	01	Eleni		Bakopanos	F	Politician	Politicienne	Y	Y	28971	49.25	Montréal	Quebec	Québec	Liberal	Libéral
3600	ED24-002	02	Carmel		Bernard	F	Retired	Retraitée	N	N	589	1	Montréal	Quebec	Québec	Natural Law Party	Parti de la loi naturelle
3600	ED24-002	03	Pauline		Charest	F	Administrator	Administratrice	N	N	18689	31.77	Montréal	Quebec	Québec	Bloc Québécois	Bloc Québécois
3600	ED24-002	04	Stephen		Moran	M	Administrative Assistant	Adjoint administratif	N	N	1051	1.79	Montréal	Quebec	Québec	N.D.P.	N.P.D.
3600	ED24-002	05	Nicole		Roy-Arcelin	F	Nurse	Infirmière	N	N	9520	16.18	Montréal	Quebec	Québec	Progressive Conservative	Progressiste-Conservateur
3600	ED24-003	01	Yvon		Charbonneau	M	Administration	Administration	Y	N	24189	47.31	Montréal	Quebec	Québec	Liberal	Libéral
3600	ED24-003	02	Jean		Corbeil	M	Development Consultant	Consultant en développement	N	N	9405	18.39	Anjou	Quebec	Québec	Progressive Conservative	Progressiste-Conservateur
